Taxonomy	Rank	HMT	Taxonomy_ID	Notes	S700014976-HPA	S700015268-HPA	S700015644-HPA	S700016065-HPA	S700016156-HPA	S700016321-HPA	S700016362-HPA	S700016578-HPA	S700016631-HPA	S700016935-HPA	S700021689-HPA	S700021699-HPA	S700021862-HPA	S700023082-HPA	S700023216-HPA	S700023249-HPA	S700023307-HPA	S700023406-HPA	S700023463-HPA	S700023517-HPA	S700023678-HPA	S700023774-HPA	S700023831-HPA	S700023888-HPA	S700023954-HPA	S700024011-HPA	S700024052-HPA	S700024115-HPA	S700024171-HPA	S700024219-HPA	S700024278-HPA	S700024326-HPA	S700024365-HPA	S700024419-HPA	S700024478-HPA	S700024527-HPA	S700024574-HPA	S700024623-HPA	S700024659-HPA	S700024719-HPA	S700024776-HPA	S700024813-HPA	S700024890-HPA	S700024934-HPA	S700024984-HPA	S700024999-HPA	S700033002-HPA	S700033459-HPA	S700033763-HPA	S700037060-HPA	S700037208-HPA	S700037456-HPA	S700037568-HPA	S700037720-HPA	S700038039-HPA	S700038372-HPA	S700038458-HPA	S700038506-HPA	S700038554-HPA	S700038602-HPA	S700038710-HPA	S700038769-HPA	S700038986-HPA	S700095386-HPA	S700095443-HPA	S700097267-HPA	S700097327-HPA	S700097664-HPA	S700098303-HPA	S700098395-HPA	S700098968-HPA	S700099035-HPA	S700099095-HPA	S700099623-HPA	S700099779-HPA	S700100263-HPA	S700101671-HPA	S700102275-HPA	S700102621-HPA	S700102938-HPA	S700103249-HPA	S700103313-HPA	S700103454-HPA	S700103593-HPA	S700103629-HPA	S700103680-HPA	S700105189-HPA	S700105246-HPA	S700105380-HPA	S700105425-HPA	S700105598-HPA	S700105654-HPA	S700105693-HPA	S700105747-HPA	S700105814-HPA	S700105864-HPA	S700105912-HPA	S700106026-HPA	S700106101-HPA	S700106368-HPA	S700106420-HPA	S700106528-HPA	S700106587-HPA	S700106623-HPA	S700106671-HPA	S700106845-HPA	S700106884-HPA	S700106954-HPA	S700109419-HPA	S700110620-HPA	S700113043-HPA	S700113079-HPA	S700113511-HPA	S700113586-HPA	S700113624-HPA	S700113682-HPA	S700113826-HPA	S700113940-HPA	S700114025-HPA	S700114074-HPA	S700114131-HPA	S700114197-HPA	S700114311-HPA	S700114359-HPA	S700114395-HPA	S700114466-HPA	S700114525-HPA	S700114566-HPA	S700114623-HPA	S700114687-HPA	S700114735-HPA	S700114785-HPA	S700114842-HPA	S700114890-HPA	S700114947-HPA	S700114995-HPA	S700116225-HPA	S700116312-HPA	S700116366-HPA	S700116576-HPA	S700116627-HPA	S700116786-HPA	S700116846-HPA	S700117008-HPA	S700117668-HPA	S700117725-HPA	S700117836-HPA	S700117962-HPA	S700118446-HPA
Bacteria;Bacillota;Negativicutes;Veillonellales;Veillonellaceae;Veillonella;parvula	species	161	2445	Reads equidistant to HMT-160 and HMT-161 were assigned to each taxon in proportion to the abundance of HMT-160 and HMT-161 individually at this body site (HPA).	0.187	0.042	0.156	0.115	0.595	0.014	0.058	0.377	0.306	0.926	0.146	0.033	0.09	0.0	0.001	0.043	0.081	0.0	0.03	0.002	0.024	0.23	0.022	0.242	0.557	0.0	0.133	0.011	0.004	0.445	0.0	0.03	0.257	0.088	0.0	0.0	0.305	0.002	0.002	0.125	0.059	0.024	0.0	0.02	0.046	0.001	0.172	0.072	0.039	0.825	0.54	0.123	0.0	0.155	0.169	0.0	0.028	0.0	0.205	0.0	0.074	0.244	0.0	0.065	0.002	0.0	0.048	0.311	0.167	0.037	0.124	0.189	0.0	0.0	0.683	0.119	0.018	0.349	0.093	0.241	0.003	0.243	0.0	0.032	0.0	0.0	0.096	0.112	0.032	0.0	0.057	0.0	0.213	0.0	0.131	0.0	0.0	0.092	0.001	0.0	0.032	0.001	0.071	0.239	0.065	0.462	0.098	0.028	0.028	0.0	0.093	0.081	0.0	0.0	0.019	0.036	0.07	0.035	0.063	0.0	0.097	0.047	0.015	0.0	0.247	1.417	0.031	0.056	0.314	0.048	0.0	0.002	0.166	0.032	0.012	0.001	0.349	0.001	0.004	0.022	0.0	0.011	0.077	0.004	0.173	0.146	1.31	0.0	0.004
Bacteria;Bacillota;Negativicutes;Veillonellales;Veillonellaceae;Veillonella;rogosae	species	158	2443	Reads equidistant to HMT-158 and HMT-160 were assigned to each taxon in proportion to the abundance of HMT-158 and HMT-160 individually at this body site (HPA).	0.429	0.566	5.106	1.327	0.901	0.579	0.979	2.916	4.088	3.957	1.214	5.535	1.463	2.456	0.226	2.394	3.583	0.0	0.757	1.414	0.495	0.351	0.751	0.698	0.347	2.031	0.005	1.782	4.183	0.835	0.306	2.178	0.972	3.139	2.233	0.307	1.121	0.038	2.635	6.493	0.773	0.099	3.14	0.084	1.178	4.254	2.501	1.657	1.43	0.01	0.328	2.547	1.635	2.7	9.32	0.489	1.911	3.692	0.192	2.19	2.107	0.897	0.278	0.172	5.575	2.02	1.763	0.698	1.138	2.231	0.451	1.223	0.89	1.985	1.637	3.612	0.693	3.535	0.218	0.32	0.406	0.33	0.582	0.044	0.199	3.787	0.311	3.262	0.916	0.4	2.59	0.0	7.777	9.417	0.345	3.995	0.945	2.573	0.459	0.085	0.207	5.472	3.633	1.984	8.888	1.642	0.89	0.355	0.417	1.452	1.681	1.798	0.094	0.435	2.025	0.472	1.708	10.495	3.449	0.45	4.869	0.25	0.731	0.957	1.955	0.0	1.232	0.9	0.848	4.615	2.706	5.944	0.007	1.407	0.791	3.767	1.344	2.284	0.852	1.315	7.309	0.41	5.851	0.775	2.518	0.593	0.008	0.361	1.536
Bacteria;Bacillota;Negativicutes;Veillonellales;Veillonellaceae;Veillonella;sp. HMT-780	species	780	2940		0.023	0.0	0.0	0.265	0.123	0.0	0.115	0.249	0.085	0.271	0.0	0.0	0.0	0.0	0.0	0.014	0.063	0.0	0.0	0.048	0.071	0.016	0.0	0.105	0.0	0.0	0.0	0.031	0.026	0.0	0.0	0.0	0.0	1.536	0.0	0.443	0.0	0.244	0.121	0.0	0.0	0.033	0.086	0.741	0.03	0.089	0.0	0.097	0.0	0.0	0.04	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.137	0.037	0.0	0.0	0.173	0.037	0.047	0.0	0.382	0.0	0.0	0.0	0.0	0.046	0.0	0.096	0.079	0.0	0.054	0.0	0.497	0.014	0.0	0.107	0.29	0.0	0.0	0.012	0.0	0.0	0.021	0.0	0.0	0.914	0.0	0.0	0.0	0.0	0.0	0.52	0.0	0.226	0.044	0.0	0.161	0.0	0.028	5.719	0.292	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.073	0.238	0.0	0.45	0.0	0.0	0.0	0.088	0.0	0.0	0.258	0.075	0.052	0.0	0.0	0.032	0.0	0.0	0.0	0.019	0.0	0.505	0.0	0.008	0.0	0.169	1.612	0.0	0.0	0.0	0.306
Bacteria;Bacillota;Negativicutes;Veillonellales;Veillonellaceae;Veillonella;sp. HMT-917	species	917	3063		0.0	0.0	0.0	0.306	0.0	0.823	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.347	0.042	0.0	0.0	0.0	0.0	0.0	0.153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.349	0.0	0.0	0.0	0.105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.184	0.0	0.0	0.0	0.0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;animalis	species	420	2681		0.098	0.0	0.171	0.041	0.005	0.0	0.108	0.097	0.104	0.305	0.054	0.0	0.0	0.08	0.013	0.152	0.0	0.0	0.0	0.048	0.047	0.0	0.038	0.21	0.0	0.016	0.012	0.0	0.052	0.095	0.0	0.0	0.119	0.076	0.037	0.0	0.036	0.0	0.0	0.044	0.015	0.0	0.0	0.037	0.183	0.025	0.03	0.029	0.0	0.025	0.0	0.054	0.009	0.0	0.006	0.021	0.039	0.0	0.014	0.019	0.014	0.0	0.038	0.0	0.07	0.032	0.064	0.046	0.164	0.071	0.013	0.149	0.069	0.0	0.343	0.231	0.027	0.052	0.0	0.028	0.0	0.0	0.0	0.0	0.012	0.0	0.01	0.012	0.0	0.0	0.0	0.0	0.196	0.0	0.032	0.0	0.0	0.0	0.0	0.059	0.0	0.018	0.067	0.0	0.018	0.157	0.027	0.093	0.13	0.036	0.064	0.0	0.045	0.0	0.056	0.011	0.0	0.017	0.024	0.0	0.092	0.011	0.0	0.0	0.069	0.07	0.0	0.067	0.0	0.066	0.0	0.04	0.0	0.008	0.0	0.079	0.0	0.01	0.044	0.017	0.0	0.065	0.0	0.0	0.0	0.047	0.0	0.082	0.0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;polymorphum	species	202	2485		0.543	0.323	0.073	0.023	0.043	0.281	0.065	0.055	0.421	0.412	0.036	0.032	0.179	9.358	0.013	0.277	0.025	0.0	0.042	0.04	0.118	0.127	0.076	0.24	0.0	0.063	0.444	0.164	0.052	0.541	0.0	0.045	0.528	0.038	0.089	0.0	0.0	0.037	0.067	0.496	0.015	0.0	0.0	0.093	0.046	0.305	0.02	0.246	0.028	0.025	0.44	0.228	0.079	0.056	0.229	0.0	0.073	0.136	0.055	0.037	0.427	0.146	0.019	0.012	0.094	0.107	0.064	0.015	0.197	0.036	0.027	0.115	0.028	0.009	0.37	0.168	0.018	0.087	0.047	0.0	0.0	0.067	0.217	0.569	0.13	0.378	0.021	0.263	0.154	0.0	0.837	0.0	0.112	0.0	0.095	0.133	0.078	0.046	0.068	0.154	0.015	0.0	0.081	0.012	0.037	2.33	0.082	0.04	0.391	0.072	0.14	0.038	0.0	0.0	0.111	0.056	0.232	0.26	0.097	0.0	0.215	0.099	0.031	0.035	0.274	0.07	0.01	0.045	0.095	0.224	0.0	0.794	0.0	0.039	0.125	0.032	0.0	0.105	0.0	0.07	0.45	0.163	0.033	0.0	0.408	0.233	0.457	0.123	0.01
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;vincentii	species	200	2483		0.212	0.094	0.346	0.055	0.0	0.042	0.0	0.442	0.049	0.316	0.0	0.0	0.134	0.0	0.0	0.0	0.0	0.0	0.042	0.0	0.0	0.016	0.095	0.015	0.0	0.016	0.0	0.0	0.091	0.243	0.0	0.015	0.119	0.063	0.007	0.0	0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.015	0.013	0.0	0.017	0.037	0.049	0.02	0.067	0.0	0.019	0.012	0.043	0.079	0.068	0.014	0.0	0.0	0.0	0.019	0.025	0.047	0.032	0.0	0.031	0.82	0.0	0.0	0.08	0.111	0.028	0.554	0.042	0.027	0.009	0.0	0.014	0.0	0.013	0.0	0.0	0.178	0.0	0.021	0.084	0.0	0.0	0.0	0.0	0.112	0.0	0.095	0.059	0.0	0.138	0.0	0.0	0.0	0.018	0.054	0.0	0.166	0.039	0.0	0.0	0.026	0.0	0.051	0.0	0.0	0.0	0.019	0.022	0.0	0.035	0.0	0.0	0.015	0.0	0.0	0.012	0.017	0.0	0.0	0.033	0.054	0.108	0.0	0.094	0.0	0.008	0.0	0.047	0.01	0.038	0.0	0.0	0.045	0.106	0.0	0.0	0.102	0.07	0.322	0.0	0.0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;periodonticum	species	201	2484		1.365	0.337	2.367	0.315	0.949	0.0	0.972	2.985	3.586	2.496	0.381	7.773	2.639	0.006	0.265	6.766	2.48	0.0	0.992	0.466	1.717	0.286	2.632	3.045	0.0	2.954	0.12	10.167	2.725	0.176	0.945	5.658	2.388	3.135	5.904	0.237	2.387	0.817	2.81	1.414	0.104	0.897	1.944	0.963	1.524	8.241	0.02	6.109	3.725	0.296	1.998	3.155	6.851	2.852	4.505	0.213	3.117	5.353	3.119	9.547	3.869	0.949	0.422	0.0	6.008	7.64	1.802	0.217	1.132	0.516	1.434	2.204	0.069	2.475	0.026	3.461	0.245	0.746	0.497	0.459	0.217	0.577	2.915	0.569	3.104	6.348	3.136	2.574	2.45	7.112	0.0	4.824	3.353	0.0	1.819	3.776	0.841	1.392	2.827	0.19	0.607	7.586	0.39	0.148	8.393	7.375	1.359	0.624	4.148	6.76	5.252	0.851	0.045	0.749	2.487	0.623	0.759	9.511	3.229	1.177	5.323	0.23	3.799	2.591	2.006	0.018	3.091	8.181	3.313	2.45	1.209	8.857	0.296	3.465	0.365	4.035	0.101	13.796	0.111	1.323	0.0	0.952	4.511	4.54	0.367	1.159	0.218	0.144	2.378
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;sp. HMT-248	species	248	2530		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035	0.079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.541	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.051	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.489	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.055	0.0	0.0	0.0	0.0	0.0	0.0	0.109	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;buccalis	species	563	2782		0.222	0.0	0.063	0.096	0.0	0.0	0.0	0.124	0.067	0.241	0.0	0.016	0.0	0.149	0.0	0.042	0.013	0.0	0.14	0.0	0.0	0.016	0.019	0.0	0.0	0.032	0.0	0.0	0.0	0.595	0.0	0.015	0.053	0.0	0.007	0.0	0.0	0.037	0.0	0.029	0.0	0.022	0.0	0.0	0.061	0.013	0.0	0.034	0.0	0.025	0.0	0.013	0.018	0.0	0.012	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.021	0.064	0.0	0.098	0.0	0.027	0.149	0.0	0.023	0.0	0.021	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.049	0.0	0.0	0.01	0.012	0.051	0.0	0.0	0.0	0.154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.012	0.0	0.055	0.0	0.04	0.026	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.021	0.139	0.024	0.278	0.077	0.022	0.015	0.0	0.051	0.018	0.0	0.022	0.027	0.0	0.017	0.027	0.055	0.0	0.01	0.0	0.0	0.0	0.067	0.0	0.0	0.089	0.285	0.0	0.184	0.0	0.0	0.021	0.0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;hongkongensis	species	213	2496		0.003	0.0	0.0	0.128	0.0	0.0	0.029	0.0	0.061	0.108	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.042	0.0	0.024	0.016	0.0	0.03	0.0	0.0	2.222	0.0	0.013	0.298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029	0.015	0.0	0.0	0.0	0.076	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.009	0.0	0.012	0.0	0.006	0.0	0.014	0.019	0.0	0.0	0.0	0.012	0.0	0.011	0.064	0.031	0.016	0.0	0.0	0.0	0.028	0.0	0.0	0.021	0.009	0.017	0.0	0.0	0.0	0.0	0.0	1.023	0.0	0.0	0.0	0.048	0.226	0.043	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.043	0.0	0.504	0.0	0.013	0.0	0.0	0.016	0.027	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.105	0.0	0.0	0.0	0.031	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.054	0.224	0.0	0.027	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.081	0.0	0.0	0.102	0.0	0.0	0.062	0.0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Pseudoleptotrichia;sp. HMT-212	species	212	2495		0.106	0.0	0.0	0.091	0.0	0.0	0.0	0.055	0.079	0.464	0.0	0.095	0.0	0.0	0.0	0.055	0.019	0.0	0.014	0.016	0.035	0.032	0.057	0.09	0.0	0.016	0.3	0.02	0.039	0.041	0.0	0.0	0.132	0.0	0.044	0.0	0.0	0.0	0.0	0.16	0.0	0.022	0.0	0.0	0.015	0.013	0.0	0.046	0.0	0.0	0.42	0.013	0.035	0.0	0.006	0.0	0.022	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.047	0.011	0.0	0.0	0.033	0.0	0.0	0.08	0.0	0.05	0.0	0.168	0.0	0.0	0.0	0.042	0.0	0.094	0.109	0.0	0.0	0.0	0.0	0.036	0.021	0.0	0.0	0.0	0.014	0.0	0.0	0.015	0.055	0.0	0.009	0.0	0.163	0.0	0.0	0.0	0.009	0.063	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.037	0.067	0.0	0.0	0.146	0.0	0.0	0.044	0.031	0.0	0.12	0.0	0.0	0.0	0.014	0.075	0.0	0.0	0.0	0.008	0.01	0.0	0.0	0.01	0.0	0.0	0.0	0.049	0.263	0.0	0.041	0.039	0.0	0.0	0.0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Pseudoleptotrichia;sp. HMT-215	species	215	2498		0.648	0.108	0.322	0.041	0.011	0.0	0.029	0.193	0.22	0.282	0.0	0.474	0.514	6.155	0.146	0.581	0.094	0.0	0.0	0.048	0.153	0.111	0.744	0.63	0.0	1.864	0.012	0.266	0.013	0.0	0.146	0.361	0.145	0.214	0.517	0.0	0.506	0.037	0.134	0.073	0.0	0.244	0.206	0.852	0.549	0.635	0.0	0.343	0.285	0.197	0.62	0.175	0.044	0.3	0.291	0.085	0.258	0.726	0.246	0.687	0.955	0.024	0.0	0.0	0.117	0.332	0.148	0.0	0.41	0.41	0.173	0.563	0.028	1.687	0.079	0.734	0.018	0.0	0.047	0.056	0.0	0.201	0.362	0.0	0.261	1.572	0.417	0.203	0.841	0.639	0.0	0.851	0.996	0.0	0.158	0.711	0.022	0.398	0.298	0.024	0.148	0.557	0.282	0.012	1.34	0.337	0.237	0.027	0.104	0.18	0.688	0.05	0.045	0.0	0.148	0.111	0.0	3.922	1.462	0.198	1.212	0.011	0.969	0.161	0.017	0.0	0.0	6.197	0.855	0.548	0.104	0.983	0.0	0.403	0.063	0.236	0.0	3.934	0.0	0.261	0.225	0.106	0.757	0.686	0.102	0.031	0.0	0.0	0.0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;sp. HMT-218	species	218	2501		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.569	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.158	0.0	0.0	0.163	0.0	0.0	0.0	0.137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.582	0.0	0.128	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.032	5.894	0.0	0.0	0.0	0.0	0.0	0.0	0.82	0.0	0.111	0.0	0.064	0.0	0.0	0.0	0.561	0.0	0.0	0.0	0.0	7.112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.092	0.095	0.0	0.0	0.323	0.0	0.044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Pseudoleptotrichia;sp. HMT-392	species	392	2665		0.035	0.0	0.15	0.046	0.0	0.0	0.05	0.028	0.201	0.041	0.0	0.0	0.0	0.0	0.0	0.028	0.0	0.0	0.0	0.0	0.0	0.016	0.019	0.0	0.0	0.0	0.0	0.02	0.0	0.446	0.0	0.0	0.079	0.0	0.03	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.08	0.0	0.0	0.08	0.04	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.148	0.0	0.0	0.034	0.014	0.0	0.0	0.021	0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.009	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.085	0.0	0.169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.45	0.065	0.011	0.0	0.02	0.0	0.0	0.062	0.0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;sp. HMT-417	species	417	2678	Reads equidistant to HMT-222 and HMT-417 were assigned to each taxon in proportion to the abundance of HMT-222 and HMT-417 individually at this body site (HPA).	0.225	0.0	0.189	0.383	0.129	0.0	0.0	0.248	0.043	0.776	0.0	0.49	0.403	0.0	0.04	0.595	0.019	1.71	2.71	0.222	0.071	1.542	1.063	2.835	0.542	1.311	0.048	0.102	0.208	0.014	0.027	0.0	0.092	0.176	0.0	0.095	1.483	0.963	0.013	0.015	0.966	0.52	0.155	0.537	0.548	0.102	0.02	0.074	0.149	0.59	0.139	0.081	0.035	1.387	0.384	0.448	3.323	0.227	0.299	6.852	0.007	0.0	0.058	0.012	0.047	0.054	0.021	0.372	0.213	0.0	1.248	2.881	0.083	1.508	0.238	0.021	0.19	0.044	0.186	0.083	0.011	1.637	0.0	1.787	0.201	0.268	0.0	0.0	0.041	1.953	0.0	0.016	3.156	0.0	0.0	1.199	0.011	0.533	0.111	0.0	0.0	0.413	1.6	0.654	0.462	0.439	0.073	0.266	0.0	0.108	0.166	0.375	0.022	0.0	1.949	4.672	0.0	0.434	1.962	0.913	0.537	0.0	0.769	0.069	0.017	0.07	0.0	3.31	0.855	0.083	0.069	1.104	0.0	0.134	0.0	0.646	0.858	4.134	0.4	0.174	0.0	0.016	0.701	4.073	0.0	0.086	0.426	0.103	0.0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;wadei	species	222	2505	Reads equidistant to HMT-222 and HMT-417 were assigned to each taxon in proportion to the abundance of HMT-222 and HMT-417 individually at this body site (HPA).	0.043	0.0	0.0	0.041	0.0	0.0	0.094	0.084	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.028	0.0	0.0	0.0	0.003	0.0	0.0	0.004	0.075	0.0	0.0	0.012	0.0	0.0	0.433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.015	0.002	0.1	0.0	0.0	0.002	0.0	0.0	0.008	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.219	0.0	0.0	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.052	0.0	0.0	0.006	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.04	0.111	0.0	0.008	0.0	0.066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.063	0.0	0.037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.041	0.008	0.0	0.04	0.0	0.008	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.001	0.006	0.02	0.0	0.0	0.0	0.0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;sp. HMT-221	species	221	2504		0.0	0.054	0.0	0.205	0.011	0.5	0.0	0.028	0.006	0.684	0.0	0.411	1.364	0.006	0.0	0.692	0.044	0.0	0.601	0.313	0.176	0.477	0.153	0.0	0.764	0.205	0.0	0.246	0.026	0.0	0.0	0.0	0.172	0.567	0.0	0.142	0.0	0.158	0.0	0.0	0.149	1.273	0.189	1.278	0.107	0.394	0.0	0.017	0.0	0.0	0.0	0.255	0.105	1.801	0.229	0.128	2.696	0.0	0.164	0.0	0.0	2.554	0.019	0.0	0.0	0.096	0.042	0.062	0.18	0.392	0.305	1.458	0.0	3.14	0.0	0.357	0.0	0.0	0.14	0.0	0.022	0.0	0.561	0.715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.69	0.0	0.079	2.029	0.044	0.031	0.085	0.0	0.237	0.0	0.363	0.197	0.98	0.0	0.0	0.04	0.0	0.0	0.637	0.0	0.0	0.0	0.093	1.892	0.021	0.798	0.0	0.357	0.69	0.0	0.323	0.104	0.0	0.0	0.0	0.357	0.027	0.017	0.0	0.0	0.222	0.134	0.0	0.158	1.131	1.165	0.533	0.0	0.0	0.0	0.0	1.842	0.061	0.194	0.0	0.0	0.0
