Taxonomy	Rank	HMT	Notes	Max	BM-mean	BM-sd	BM-prev	HP-mean	HP-sd	HP-prev	KG-mean	KG-sd	KG-prev	PT-mean	PT-sd	PT-prev	SUBP-mean	SUBP-sd	SUBP-prev	SUPP-mean	SUPP-sd	SUPP-prev	SV-mean	SV-sd	SV-prev	TD-mean	TD-sd	TD-prev	TH-mean	TH-sd	TH-prev	NS-mean	NS-sd	NS-prev
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae	family			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes;Mollicutes;Mollicutes [O-1];Mollicutes [F-1]	family			0.002	0.002	0.01	2.857	0.0	0.0	0.0	0.0	0.002	2.326	0.0	0.003	3.226	0.0	0.001	1.351	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.002	3.03	0.0	0.0	0.0
Bacteria;Bacteroidetes;Bacteroidetes [C-2];Bacteroidetes [O-2];Bacteroidetes [F-2]	family			0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.009	3.226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	3.03	0.0	0.0	0.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae	family			2.553	1.064	0.726	100.0	1.74	0.843	100.0	2.552	3.738	100.0	2.188	3.71	100.0	0.835	0.924	100.0	1.078	1.458	100.0	2.553	2.015	100.0	1.92	1.602	100.0	1.408	1.399	100.0	0.344	0.73	65.0
Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae [XV]	family			0.004	0.0	0.001	5.714	0.0	0.001	7.143	0.0	0.001	2.326	0.0	0.001	6.452	0.004	0.024	5.405	0.0	0.0	0.0	0.0	0.001	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Gammaproteobacteria;Cardiobacteriales;Cardiobacteriaceae	family			0.103	0.003	0.005	51.429	0.017	0.047	46.429	0.002	0.006	32.558	0.003	0.016	12.903	0.076	0.199	71.622	0.103	0.139	88.235	0.003	0.005	42.0	0.0	0.001	5.0	0.004	0.024	15.152	0.0	0.0	0.0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Brucellaceae	family			0.0	0.0	0.0	2.857	0.0	0.0	0.0	0.0	0.0	2.326	0.0	0.0	3.226	0.0	0.0	2.703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae	family			0.026	0.0	0.0	2.857	0.0	0.001	3.571	0.0	0.001	2.326	0.026	0.144	3.226	0.0	0.0	1.351	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.001	2.5	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae	family			0.59	0.048	0.062	80.0	0.13	0.167	89.286	0.319	0.904	67.442	0.318	0.424	96.774	0.158	0.391	67.568	0.088	0.272	73.529	0.59	0.785	98.0	0.525	0.808	95.0	0.36	0.608	100.0	0.002	0.007	5.0
Bacteria;Actinobacteria;Coriobacteriia;Eggerthellales;Eggerthellaceae	family			0.009	0.001	0.003	20.0	0.0	0.001	7.143	0.0	0.0	0.0	0.0	0.0	3.226	0.009	0.026	22.973	0.003	0.01	20.588	0.001	0.003	24.0	0.0	0.0	2.5	0.0	0.001	12.121	0.0	0.0	0.0
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae	family			0.001	0.0	0.001	14.286	0.0	0.001	14.286	0.001	0.002	6.977	0.0	0.0	3.226	0.001	0.003	8.108	0.0	0.001	2.941	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.002	12.121	0.0	0.0	0.0
Bacteria;Firmicutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae	family			0.12	0.012	0.03	40.0	0.008	0.019	35.714	0.003	0.007	32.558	0.12	0.4	58.065	0.018	0.047	31.081	0.008	0.015	41.176	0.007	0.017	54.0	0.002	0.006	15.0	0.013	0.028	39.394	0.0	0.0	0.0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae	family			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfomicrobiaceae	family			0.0	0.0	0.003	2.857	0.0	0.0	3.571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	1.351	0.0	0.0	0.0	0.0	0.001	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae	family			0.0	0.0	0.0	2.857	0.0	0.0	3.571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.351	0.0	0.001	2.941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae	family			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae	family			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.941	0.0	0.0	0.0	0.0	0.0	2.5	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae	family			0.0	0.0	0.0	0.0	0.0	0.001	3.571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Dermacoccaceae	family			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.351	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Gracilibacteria (GN02);Gracilibacteria (GN02) [C-1];Gracilibacteria (GN02) [O-1];Gracilibacteria (GN02) [F-1]	family			0.105	0.004	0.007	28.571	0.007	0.021	25.0	0.001	0.005	18.605	0.0	0.002	9.677	0.105	0.62	37.838	0.084	0.174	58.824	0.003	0.011	26.0	0.0	0.0	5.0	0.001	0.002	24.242	0.0	0.0	0.0
Bacteria;Gracilibacteria (GN02);Gracilibacteria (GN02) [C-2];Gracilibacteria (GN02) [O-2];Gracilibacteria (GN02) [F-2]	family			0.002	0.0	0.0	0.0	0.0	0.001	3.571	0.0	0.003	2.326	0.0	0.0	3.226	0.0	0.0	0.0	0.002	0.011	8.824	0.0	0.001	6.0	0.0	0.0	0.0	0.0	0.001	3.03	0.0	0.0	0.0
Bacteria;Firmicutes;Mollicutes;Mollicutes [O-2];Mollicutes [F-2]	family			0.005	0.0	0.002	5.714	0.0	0.0	0.0	0.0	0.001	2.326	0.005	0.025	12.903	0.0	0.003	1.351	0.0	0.002	2.941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.03	0.0	0.0	0.0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas	genus			0.141	0.0	0.0	0.0	0.0	0.0	7.143	0.0	0.0	4.651	0.141	0.782	3.226	0.0	0.001	4.054	0.0	0.002	2.941	0.0	0.0	0.0	0.0	0.0	2.5	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Porphyrobacter	genus			0.009	0.0	0.0	0.0	0.001	0.004	7.143	0.001	0.003	4.651	0.009	0.048	6.452	0.0	0.001	2.703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	6.061	0.0	0.0	0.0
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae [XI];Mogibacterium	genus			0.487	0.103	0.172	85.714	0.193	0.281	85.714	0.054	0.096	65.116	0.487	0.561	100.0	0.341	0.705	82.432	0.034	0.07	79.412	0.274	0.483	98.0	0.286	0.376	92.5	0.414	0.428	100.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Eikenella	genus			0.343	0.024	0.035	80.0	0.053	0.132	71.429	0.015	0.023	67.442	0.008	0.021	41.935	0.343	0.584	87.838	0.248	0.312	97.059	0.019	0.029	76.0	0.009	0.018	50.0	0.017	0.032	57.576	0.0	0.001	10.0
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Kingella	genus			0.62	0.073	0.137	88.571	0.555	1.499	85.714	0.043	0.073	69.767	0.008	0.018	51.613	0.62	1.658	81.081	0.354	0.524	94.118	0.013	0.021	62.0	0.006	0.018	55.0	0.015	0.043	57.576	0.0	0.001	5.0
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria	genus			6.959	3.304	5.234	100.0	5.677	7.677	100.0	3.348	8.09	97.674	3.694	4.848	96.774	2.195	4.932	94.595	1.592	3.652	100.0	5.819	8.167	98.0	6.959	9.973	100.0	4.506	6.646	96.97	0.008	0.021	30.0
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptoniphilaceae;Anaerococcus	genus			3.148	0.0	0.0	0.0	0.0	0.001	7.143	0.0	0.0	0.0	0.0	0.002	9.677	0.0	0.001	4.054	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	3.03	3.148	5.805	85.0
Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium	genus			59.396	0.212	0.297	100.0	0.561	1.136	96.429	0.121	0.334	76.744	0.627	3.43	67.742	3.307	6.091	98.649	1.623	1.817	100.0	0.036	0.047	94.0	0.009	0.034	45.0	0.075	0.283	81.818	59.396	30.259	100.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus	genus			57.877	57.877	18.519	100.0	49.65	19.114	100.0	57.875	23.753	100.0	38.171	19.967	100.0	20.642	16.127	100.0	31.038	14.344	100.0	43.517	22.526	100.0	42.144	22.202	100.0	39.967	16.26	100.0	0.676	1.84	80.0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Lautropia	genus			1.27	0.343	0.788	85.714	0.133	0.241	85.714	0.08	0.281	67.442	0.022	0.04	64.516	0.847	2.247	82.432	1.27	3.765	88.235	0.055	0.141	82.0	0.081	0.341	45.0	0.016	0.024	72.727	0.0	0.0	0.0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Delftia	genus			0.001	0.0	0.0	5.714	0.001	0.002	10.714	0.0	0.0	4.651	0.0	0.001	3.226	0.0	0.0	2.703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Schlegelella	genus			0.0	0.0	0.002	5.714	0.0	0.0	0.0	0.0	0.0	2.326	0.0	0.0	0.0	0.0	0.001	9.459	0.0	0.001	8.824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Leptothrix	genus			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Cupriavidus	genus			0.001	0.0	0.0	2.857	0.001	0.003	14.286	0.0	0.001	4.651	0.0	0.001	3.226	0.0	0.002	2.703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	3.03	0.0	0.0	0.0
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema	genus			1.366	0.097	0.269	62.857	0.028	0.07	60.714	0.026	0.053	55.814	0.328	0.874	77.419	1.366	3.435	79.73	0.235	0.499	76.471	0.018	0.021	70.0	0.01	0.025	47.5	0.057	0.126	87.879	0.0	0.0	0.0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas	genus			0.066	0.0	0.001	17.143	0.002	0.004	17.857	0.001	0.003	9.302	0.066	0.367	12.903	0.001	0.003	6.757	0.0	0.0	0.0	0.001	0.002	14.0	0.0	0.0	0.0	0.0	0.001	9.091	0.001	0.004	10.0
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus	genus			13.601	9.311	9.293	100.0	6.134	5.07	100.0	13.601	14.575	100.0	3.456	4.284	100.0	1.651	4.105	95.946	2.216	3.667	100.0	4.531	4.296	98.0	5.738	7.039	100.0	3.579	4.931	100.0	0.014	0.036	20.0
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas	genus			0.0	0.0	0.001	5.714	0.0	0.0	3.571	0.0	0.0	2.326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	2.941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.03	0.0	0.0	0.0
Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Atopobiaceae;Olsenella	genus			0.12	0.003	0.011	25.714	0.001	0.005	7.143	0.002	0.006	18.605	0.001	0.003	22.581	0.12	0.482	55.405	0.072	0.298	58.824	0.002	0.007	30.0	0.0	0.001	2.5	0.001	0.001	18.182	0.0	0.0	0.0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio	genus			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	3.226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	5.0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfobulbus	genus			0.021	0.008	0.045	8.571	0.0	0.002	3.571	0.0	0.001	2.326	0.0	0.001	6.452	0.021	0.103	17.568	0.0	0.001	2.941	0.0	0.001	8.0	0.0	0.0	0.0	0.0	0.002	3.03	0.0	0.0	0.0
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter	genus			1.623	0.283	0.451	94.286	0.518	1.027	100.0	0.279	0.582	97.674	0.664	0.575	100.0	1.623	2.15	98.649	1.327	1.859	97.059	0.206	0.299	98.0	0.284	0.327	100.0	0.722	0.859	100.0	0.005	0.02	10.0
Bacteria;Firmicutes;Bacilli;Bacillales;Gemellaceae;Gemella	genus			3.874	3.874	6.358	100.0	2.024	1.883	100.0	2.848	3.514	100.0	1.918	2.789	100.0	0.686	1.008	98.649	0.632	0.945	100.0	1.768	1.886	100.0	1.132	1.007	100.0	1.665	2.232	100.0	0.023	0.066	30.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus	genus			0.015	0.004	0.014	22.857	0.011	0.033	17.857	0.0	0.001	6.977	0.001	0.002	16.129	0.015	0.077	16.216	0.002	0.006	14.706	0.005	0.031	10.0	0.0	0.001	5.0	0.015	0.081	15.152	0.0	0.001	10.0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae [G-1]	genus			0.197	0.031	0.088	62.857	0.024	0.051	42.857	0.061	0.251	51.163	0.123	0.403	70.968	0.118	0.786	47.297	0.033	0.054	50.0	0.042	0.086	66.0	0.027	0.05	65.0	0.197	0.463	75.758	0.0	0.0	0.0
Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus	genus			15.56	0.004	0.007	37.143	0.002	0.004	28.571	0.001	0.002	20.93	0.227	1.245	41.935	0.003	0.011	18.919	0.002	0.005	14.706	0.001	0.004	20.0	0.001	0.004	12.5	0.001	0.003	21.212	15.56	23.176	100.0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae [XIV];Oribacterium	genus			0.786	0.148	0.229	82.857	0.359	0.659	100.0	0.078	0.12	72.093	0.706	1.027	96.774	0.219	0.583	86.486	0.124	0.288	76.471	0.386	0.442	90.0	0.642	1.01	95.0	0.786	0.938	100.0	0.0	0.0	0.0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae [XIV];Butyrivibrio	genus			0.043	0.002	0.005	25.714	0.007	0.013	46.429	0.001	0.005	20.93	0.043	0.067	74.194	0.002	0.007	9.459	0.002	0.008	8.824	0.009	0.02	46.0	0.013	0.03	45.0	0.035	0.037	78.788	0.0	0.0	0.0
