Taxonomy	Rank	HMT	Notes	Max	BM-mean	BM-sd	BM-prev	HP-mean	HP-sd	HP-prev	KG-mean	KG-sd	KG-prev	PT-mean	PT-sd	PT-prev	SUBP-mean	SUBP-sd	SUBP-prev	SUPP-mean	SUPP-sd	SUPP-prev	SV-mean	SV-sd	SV-prev	TD-mean	TD-sd	TD-prev	TH-mean	TH-sd	TH-prev	NS-mean	NS-sd	NS-prev
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;nigrescens	species	693		0.028	0.007	0.014	51.429	0.001	0.003	28.571	0.001	0.004	18.605	0.021	0.058	48.387	0.028	0.072	50.0	0.008	0.023	35.294	0.004	0.011	20.0	0.0	0.0	2.5	0.013	0.035	39.394	0.0	0.0	0.0
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae [XI];Peptostreptococcaceae [XI][G-6];[Eubacterium] nodatum	species	694		0.117	0.024	0.11	20.0	0.004	0.017	21.429	0.001	0.002	13.953	0.117	0.411	25.806	0.031	0.2	13.514	0.005	0.03	2.941	0.002	0.006	22.0	0.001	0.002	7.5	0.008	0.026	24.242	0.0	0.0	0.0
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;nucleatum subsp. nucleatum	species	698		0.056	0.006	0.018	34.286	0.002	0.005	25.0	0.005	0.017	18.605	0.002	0.006	22.581	0.021	0.095	48.649	0.056	0.25	52.941	0.002	0.007	20.0	0.0	0.001	10.0	0.002	0.007	21.212	0.0	0.0	0.0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;ochracea	species	700		0.005	0.0	0.001	2.857	0.0	0.0	0.0	0.001	0.006	2.326	0.0	0.0	0.0	0.004	0.017	13.514	0.005	0.013	32.353	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Schaalia;odontolytica	species	701	Reads equally close to HMT 180 and 701 were assigned half to each taxon.; 	0.862	0.119	0.141	85.714	0.342	0.367	89.286	0.858	2.044	83.721	0.578	0.624	100.0	0.015	0.023	74.324	0.046	0.075	79.412	0.564	0.597	98.0	0.862	0.95	97.5	0.505	0.461	96.97	0.003	0.01	15.0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfomicrobiaceae;Desulfomicrobium;orale	species	703		0.0	0.0	0.003	2.857	0.0	0.0	3.571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	1.351	0.0	0.0	0.0	0.0	0.001	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;orale	species	704		0.004	0.001	0.003	11.429	0.003	0.012	14.286	0.002	0.006	13.953	0.004	0.013	29.032	0.0	0.001	2.703	0.0	0.0	0.0	0.002	0.003	26.0	0.002	0.006	12.5	0.002	0.007	24.242	0.0	0.0	0.0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;oralis	species	705		0.03	0.003	0.009	20.0	0.001	0.002	21.429	0.001	0.003	4.651	0.03	0.159	19.355	0.013	0.059	31.081	0.003	0.005	29.412	0.005	0.013	28.0	0.0	0.002	7.5	0.001	0.002	15.152	0.0	0.0	0.0
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Kingella;oralis	species	706		0.551	0.066	0.132	88.571	0.214	0.561	78.571	0.035	0.071	65.116	0.002	0.006	29.032	0.551	1.642	78.378	0.343	0.518	94.118	0.009	0.017	52.0	0.001	0.003	32.5	0.013	0.043	36.364	0.0	0.001	5.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;oralis subsp. oralis	species	707	Reads equally close to HMT 066 and 707 were assigned half to each taxon.; Reads equally close to numerous Streptococcus taxa in the mitis/oralis/infantis cluster were divided equally among taxa except not assigned to S. pneumoniae.; 	1.223	1.223	3.975	100.0	0.404	0.543	100.0	1.119	3.523	100.0	0.208	0.193	96.774	0.666	1.994	97.297	0.918	1.511	100.0	0.433	0.393	100.0	0.423	0.789	100.0	0.331	0.565	100.0	0.003	0.013	5.0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Moraxella;osloensis	species	711		0.001	0.0	0.0	5.714	0.001	0.002	7.143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	3.03	0.0	0.0	0.0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;pallens	species	714		1.593	0.224	0.326	80.0	0.803	1.045	92.857	0.095	0.186	74.419	1.104	1.226	96.774	0.109	0.833	47.297	0.055	0.193	41.176	1.068	2.152	90.0	0.777	1.288	95.0	1.593	1.638	96.97	0.0	0.0	0.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;paracasei	species	716		0.001	0.0	0.001	2.857	0.0	0.0	3.571	0.0	0.0	2.326	0.0	0.002	3.226	0.0	0.002	2.703	0.0	0.001	2.941	0.0	0.0	0.0	0.0	0.001	2.5	0.001	0.002	9.091	0.0	0.0	0.0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Variovorax;paradoxus	species	717		0.0	0.0	0.0	2.857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;parainfluenzae	species	718		8.065	7.77	9.062	100.0	5.472	4.944	100.0	8.065	9.59	100.0	2.022	2.378	100.0	1.541	3.882	93.243	2.071	3.399	100.0	4.261	4.138	98.0	5.255	6.601	100.0	2.592	4.481	100.0	0.008	0.025	15.0
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Aggregatibacter;paraphrophilus	species	720		0.066	0.066	0.332	57.143	0.008	0.021	35.714	0.015	0.092	23.256	0.004	0.016	12.903	0.058	0.294	40.541	0.013	0.028	41.176	0.006	0.026	28.0	0.017	0.084	22.5	0.004	0.015	21.212	0.0	0.0	0.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;parasanguinis clade 721	species	721	Reads equally close to HMT 411 and 721 were assigned half to each taxon.; Reads equally close to HMT 066 and 721 were assigned half to each taxon.; 	1.786	0.321	0.538	94.286	0.75	0.795	100.0	0.28	0.552	90.698	1.786	3.119	100.0	0.013	0.028	63.514	0.039	0.086	82.353	1.28	1.272	100.0	1.383	1.943	100.0	1.352	1.44	100.0	0.002	0.008	5.0
Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Atopobium;parvulum	species	723		1.32	0.067	0.095	94.286	0.208	0.223	92.857	0.479	1.415	65.116	0.737	1.472	96.774	0.343	1.133	72.973	0.162	0.3	88.235	1.32	2.007	100.0	0.968	1.496	97.5	0.703	0.689	100.0	0.0	0.0	0.0
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema;parvum	species	724		0.001	0.0	0.001	5.714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.452	0.001	0.003	12.162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema;pectinovorum	species	725		0.001	0.0	0.002	2.857	0.0	0.0	0.0	0.0	0.001	2.326	0.0	0.002	3.226	0.001	0.003	4.054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Centipeda;periodontii	species	726		0.006	0.002	0.007	14.286	0.0	0.001	3.571	0.0	0.001	6.977	0.001	0.002	12.903	0.006	0.016	29.73	0.006	0.022	20.588	0.0	0.001	4.0	0.0	0.0	0.0	0.003	0.009	24.242	0.0	0.0	0.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;peroris	species	728		0.429	0.387	0.374	100.0	0.375	0.479	100.0	0.349	0.498	100.0	0.324	0.413	96.774	0.062	0.113	91.892	0.087	0.138	100.0	0.344	0.394	100.0	0.212	0.375	100.0	0.429	0.526	100.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;pneumoniae	species	731		0.0	0.0	0.0	0.0	0.0	0.0	3.571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;pneumoniae	species	734	Reads equally close to numerous Streptococcus taxa in the mitis/oralis/infantis cluster were divided equally among taxa except not assigned to S. pneumoniae.; 	1.067	1.067	1.175	100.0	0.322	0.415	96.429	0.94	1.432	100.0	0.632	1.81	96.774	0.24	0.342	93.243	0.325	0.498	97.059	0.231	0.379	98.0	0.529	1.196	87.5	0.455	0.718	100.0	0.025	0.067	45.0
Bacteria;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Dialister;pneumosintes	species	736		0.036	0.008	0.022	28.571	0.005	0.014	25.0	0.005	0.012	32.558	0.036	0.096	48.387	0.021	0.06	40.541	0.008	0.016	32.353	0.004	0.011	30.0	0.0	0.001	7.5	0.008	0.025	27.273	0.0	0.0	0.0
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;polysaccharea	species	737	Reads equally close to HMT 669, 737, and 956 were assigned one third to each taxon.; 	0.083	0.01	0.038	51.429	0.042	0.106	78.571	0.019	0.071	55.814	0.02	0.073	54.839	0.002	0.008	21.622	0.001	0.002	26.471	0.046	0.139	48.0	0.083	0.223	52.5	0.029	0.08	51.515	0.0	0.0	0.0
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptoniphilaceae;Anaerococcus;prevotii	species	738		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	3.03	0.0	0.0	0.0
Bacteria;Actinobacteria;Actinomycetia;Propionibacteriales;Propionibacteriaceae;Arachnia;propionica	species	739		0.217	0.01	0.014	60.0	0.033	0.066	57.143	0.044	0.236	46.512	0.001	0.002	19.355	0.217	0.412	79.73	0.203	0.371	82.353	0.004	0.009	42.0	0.0	0.001	10.0	0.005	0.02	30.303	0.0	0.0	0.0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;pseudoalcaligenes	species	740		0.0	0.0	0.0	2.857	0.0	0.001	10.714	0.0	0.001	4.651	0.0	0.0	3.226	0.0	0.001	4.054	0.0	0.0	0.0	0.0	0.001	4.0	0.0	0.0	0.0	0.0	0.0	3.03	0.0	0.0	0.0
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae [XI];Mogibacterium;pumilum	species	742		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema;putidum	species	743		0.002	0.0	0.001	2.857	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.002	12.903	0.002	0.007	10.811	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.03	0.0	0.0	0.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;pyogenes	species	745		0.029	0.0	0.001	2.857	0.0	0.001	7.143	0.0	0.0	0.0	0.029	0.158	6.452	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.001	3.03	0.0	0.0	0.0
Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Actinomyces;radicidentis	species	746		0.0	0.0	0.0	0.0	0.0	0.0	3.571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Erythromicrobium;ramosum	species	747		0.0	0.0	0.0	2.857	0.0	0.0	3.571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.351	0.0	0.001	2.941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;rectus	species	748		0.053	0.004	0.013	22.857	0.001	0.002	25.0	0.001	0.005	13.953	0.053	0.255	35.484	0.009	0.026	29.73	0.002	0.005	35.294	0.001	0.002	14.0	0.001	0.003	10.0	0.001	0.005	18.182	0.0	0.0	0.0
Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Atopobium;rimae	species	750		0.702	0.033	0.087	48.571	0.007	0.014	50.0	0.002	0.009	25.581	0.014	0.024	48.387	0.702	3.821	62.162	0.121	0.325	64.706	0.043	0.107	74.0	0.003	0.009	32.5	0.009	0.019	57.576	0.0	0.0	0.0
Bacteria;Firmicutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;salivarium	species	754		0.017	0.001	0.001	14.286	0.001	0.002	17.857	0.0	0.001	9.302	0.017	0.046	41.935	0.009	0.034	21.622	0.006	0.013	35.294	0.001	0.002	16.0	0.0	0.0	2.5	0.006	0.019	18.182	0.0	0.0	0.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;salivarius	species	755	Reads equally close to S. salivarius and S. vestibularis were assigned to S. salivarius.; Reads equally close to S. thermophilus and S. salivarius were assigned to S. salivarius.; 	11.229	4.966	6.59	100.0	10.861	10.119	100.0	5.168	10.869	100.0	9.229	8.521	100.0	0.534	1.38	95.946	0.753	2.667	100.0	8.877	11.032	100.0	7.976	9.013	100.0	11.229	9.608	100.0	0.019	0.053	20.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;salivarius	species	756		0.005	0.0	0.0	0.0	0.005	0.026	3.571	0.0	0.0	0.0	0.0	0.001	3.226	0.0	0.001	8.108	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.5	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes;Bacilli;Bacillales;Gemellaceae;Gemella;sanguinis	species	757		1.41	0.515	0.721	100.0	0.503	0.501	100.0	0.345	0.714	100.0	0.84	1.29	96.774	0.023	0.034	81.081	0.027	0.069	73.529	1.41	1.564	100.0	0.968	1.026	100.0	0.676	0.71	100.0	0.003	0.007	15.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;sanguinis	species	758		3.515	1.209	1.019	100.0	0.733	0.649	100.0	1.524	3.893	100.0	0.122	0.138	100.0	2.005	4.749	100.0	3.515	3.427	100.0	0.456	0.567	100.0	0.298	0.762	97.5	0.159	0.178	96.97	0.011	0.029	15.0
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae [XI];Peptostreptococcaceae [XI][G-5];[Eubacterium] saphenum	species	759		0.079	0.042	0.14	17.143	0.015	0.05	17.857	0.002	0.015	4.651	0.014	0.043	16.129	0.079	0.34	13.514	0.0	0.002	8.824	0.006	0.023	12.0	0.001	0.002	7.5	0.005	0.017	15.152	0.0	0.0	0.0
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Aggregatibacter;segnis	species	762		0.064	0.018	0.058	48.571	0.023	0.108	28.571	0.014	0.066	37.209	0.005	0.012	22.581	0.021	0.079	25.676	0.064	0.324	47.059	0.011	0.031	36.0	0.003	0.014	5.0	0.004	0.022	15.152	0.0	0.0	0.0
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;showae	species	763		0.281	0.057	0.13	80.0	0.028	0.075	75.0	0.026	0.045	69.767	0.092	0.311	70.968	0.276	0.572	83.784	0.281	0.473	88.235	0.021	0.038	68.0	0.027	0.087	52.5	0.11	0.338	78.788	0.0	0.0	0.0
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;sicca	species	764	Reads equally close to HMT 099, 609, 682, and 764 were assigned one fourth to each taxon.; 	0.151	0.059	0.111	74.286	0.151	0.396	75.0	0.012	0.022	48.837	0.013	0.038	58.065	0.098	0.394	60.811	0.061	0.167	64.706	0.051	0.165	66.0	0.004	0.007	50.0	0.005	0.013	63.636	0.0	0.0	0.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;sinensis	species	767		0.047	0.002	0.005	22.857	0.002	0.006	10.714	0.003	0.013	4.651	0.047	0.255	12.903	0.002	0.014	16.216	0.017	0.086	14.706	0.001	0.003	18.0	0.0	0.002	7.5	0.001	0.003	24.242	0.0	0.0	0.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;sobrinus	species	768		0.069	0.021	0.122	8.571	0.0	0.0	0.0	0.013	0.085	9.302	0.0	0.002	3.226	0.01	0.081	5.405	0.069	0.332	11.765	0.001	0.003	12.0	0.0	0.001	7.5	0.0	0.002	6.061	0.0	0.0	0.0
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema;socranskii	species	769		0.3	0.016	0.043	51.429	0.004	0.01	28.571	0.006	0.02	23.256	0.026	0.056	48.387	0.3	0.615	72.973	0.161	0.456	67.647	0.004	0.005	50.0	0.001	0.004	15.0	0.006	0.021	39.394	0.0	0.0	0.0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;sputigena	species	775		0.982	0.039	0.064	71.429	0.151	0.457	67.857	0.067	0.156	72.093	0.066	0.175	48.387	0.312	0.854	71.622	0.982	2.083	94.118	0.144	0.491	62.0	0.238	1.094	55.0	0.09	0.264	60.606	0.003	0.013	5.0
Bacteria;Synergistetes;Synergistia;Synergistales;Dethiosulfovibrionaceae;Jonquetella;anthropi	species	777		0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.011	3.226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.006	3.03	0.0	0.0	0.0
Bacteria;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Veillonella;sp. HMT 780	species	780		0.554	0.038	0.1	54.286	0.022	0.055	53.571	0.554	1.664	48.837	0.049	0.213	45.161	0.003	0.011	16.216	0.003	0.005	29.412	0.05	0.225	34.0	0.005	0.021	22.5	0.014	0.042	48.485	0.0	0.0	0.0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;saccharolytica	species	781		0.15	0.011	0.029	54.286	0.011	0.026	42.857	0.007	0.02	37.209	0.004	0.007	48.387	0.104	0.234	67.568	0.15	0.225	76.471	0.005	0.009	48.0	0.0	0.001	2.5	0.002	0.005	36.364	0.0	0.0	0.0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;fusca	species	782		0.001	0.001	0.005	2.857	0.0	0.002	7.143	0.001	0.007	2.326	0.0	0.0	3.226	0.0	0.001	4.054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	3.03	0.0	0.0	0.0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;uenonis	species	785		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptoniphilaceae;Anaerococcus;tetradius	species	788		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptoniphilaceae;Peptoniphilaceae [G-2];bacterium HMT 790	species	790		0.0	0.0	0.0	2.857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;multisaccharivorax	species	794		0.0	0.0	0.0	0.0	0.0	0.001	3.571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	2.0	0.0	0.0	0.0	0.0	0.001	3.03	0.0	0.0	0.0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;shahii	species	795		0.209	0.032	0.077	51.429	0.055	0.195	42.857	0.042	0.101	41.86	0.209	0.514	51.613	0.001	0.003	14.865	0.001	0.003	11.765	0.153	0.31	54.0	0.142	0.523	50.0	0.167	0.294	60.606	0.0	0.0	0.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;saccharolyticus	species	802		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;lactis	species	804		0.005	0.0	0.003	2.857	0.0	0.0	3.571	0.0	0.002	4.651	0.0	0.001	3.226	0.0	0.001	5.405	0.0	0.0	2.941	0.001	0.004	8.0	0.0	0.0	2.5	0.0	0.002	6.061	0.005	0.017	15.0
Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Atopobiaceae;Olsenella;profusa	species	806		0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.004	5.405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Atopobiaceae;Olsenella;sp. HMT 807	species	807		0.114	0.002	0.009	22.857	0.001	0.005	7.143	0.002	0.006	16.279	0.0	0.001	9.677	0.114	0.475	52.703	0.071	0.298	58.824	0.002	0.006	28.0	0.0	0.001	2.5	0.0	0.001	18.182	0.0	0.0	0.0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Tannerella;sp. HMT 808	species	808		0.054	0.008	0.019	31.429	0.002	0.007	14.286	0.0	0.001	11.628	0.003	0.009	29.032	0.054	0.199	32.432	0.014	0.031	32.353	0.001	0.004	18.0	0.0	0.001	5.0	0.001	0.004	18.182	0.0	0.0	0.0
Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Atopobiaceae;Olsenella;sp. HMT 809	species	809		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	3.226	0.0	0.001	2.703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Atopobium;sp. HMT 810	species	810		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	3.226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;pylori	species	812		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.941	0.0	0.0	0.0	0.0	0.0	2.5	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Dolosigranulum;pigrum	species	813		0.326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.043	0.239	6.452	0.0	0.0	2.703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.326	0.728	55.0
Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Atopobium;vaginae	species	814		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;crispatus	species	817		0.003	0.0	0.001	5.714	0.003	0.013	10.714	0.0	0.001	2.326	0.0	0.0	0.0	0.0	0.0	1.351	0.0	0.0	0.0	0.001	0.007	4.0	0.0	0.0	0.0	0.001	0.003	6.061	0.0	0.0	0.0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;sp. HMT 820	species	820		0.007	0.002	0.011	8.571	0.0	0.001	3.571	0.0	0.0	0.0	0.007	0.039	6.452	0.004	0.022	6.757	0.005	0.031	5.882	0.001	0.004	4.0	0.0	0.0	0.0	0.001	0.004	3.03	0.0	0.0	0.0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;anthracis	species	824		0.0	0.0	0.0	0.0	0.0	0.001	3.571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes;Bacilli;Bacillales;Listeriaceae;Listeria;monocytogenes	species	825		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Yersinia;pestis	species	827		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
