GCA_030229835.1	No NCBI BLAST db
GCA_030232045.1	No NCBI BLAST db
GCA_030232565.1	No NCBI BLAST db
GCA_030232605.1	No NCBI BLAST db
GCA_030232685.1	No NCBI BLAST db
GCA_030232785.1	No NCBI BLAST db
GCA_030232845.1	No NCBI BLAST db
GCA_030515655.1	No NCBI BLAST db
GCA_030515855.1	No NCBI BLAST db
GCA_937875745.1	No NCBI BLAST db
GCA_013394695.1	No NCBI BLAST db
GCA_024295665.1	No NCBI BLAST db
GCA_001579275.1	No NCBI BLAST db
GCA_001586215.1	No NCBI BLAST db
GCA_001586235.1	No NCBI BLAST db
GCA_001807315.1	No NCBI BLAST db
GCA_001807365.1	No NCBI BLAST db
GCA_001807495.1	No NCBI BLAST db
GCA_002351405.1	No NCBI BLAST db
GCA_022345825.1	No NCBI BLAST db
GCA_023148335.1	No NCBI BLAST db
GCA_030217125.1	No NCBI BLAST db
GCA_000833575.1	No NCBI BLAST db
GCA_001807225.1	No NCBI BLAST db
GCA_001812805.1	No NCBI BLAST db
GCA_007666555.1	No NCBI BLAST db
GCA_022346285.1	No NCBI BLAST db
GCA_024586525.1	No NCBI BLAST db
GCA_030232655.1	No NCBI BLAST db
GCA_946221455.1	No NCBI BLAST db
GCA_000314795.2	No NCBI BLAST db
GCA_000146755.1	No NCBI BLAST db
GCA_000215365.2	No NCBI BLAST db
GCA_000223235.2	No NCBI BLAST db
GCA_000257845.1	No NCBI BLAST db
GCA_000286475.1	No NCBI BLAST db
GCA_000287715.1	No NCBI BLAST db
GCA_000314775.2	No NCBI BLAST db
GCA_000344255.1	No NCBI BLAST db
GCA_000344275.1	No NCBI BLAST db
GCA_000442155.1	No NCBI BLAST db
GCA_000442175.1	No NCBI BLAST db
GCA_000517765.1	No NCBI BLAST db
GCA_000524275.1	No NCBI BLAST db
GCA_000526075.1	No NCBI BLAST db
GCA_000526095.1	No NCBI BLAST db
GCA_000960105.1	No NCBI BLAST db
GCA_001411485.1	No NCBI BLAST db
GCA_001588695.1	No NCBI BLAST db
GCA_002093515.1	No NCBI BLAST db
GCA_002093575.1	No NCBI BLAST db
GCA_002096215.1	No NCBI BLAST db
GCA_002096255.1	No NCBI BLAST db
GCA_002096285.1	No NCBI BLAST db
GCA_002096295.1	No NCBI BLAST db
