Taxonomy	Rank	HMT	Notes	Max	BMU-mean	BMU-10p	BMU-90p	BMU-sd	BMU-prev	HPA-mean	HPA-10p	HPA-90p	HPA-sd	HPA-prev	AKE-mean	AKE-10p	AKE-90p	AKE-sd	AKE-prev	PTO-mean	PTO-10p	PTO-90p	PTO-sd	PTO-prev	SUBP-mean	SUBP-10p	SUBP-90p	SUBP-sd	SUBP-prev	SUPP-mean	SUPP-10p	SUPP-90p	SUPP-sd	SUPP-prev	SAL-mean	SAL-10p	SAL-90p	SAL-sd	SAL-prev	TDO-mean	TDO-10p	TDO-90p	TDO-sd	TDO-prev	THR-mean	THR-10p	THR-90p	THR-sd	THR-prev	ANA-mean	ANA-10p	ANA-90p	ANA-sd	ANA-prev
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Kingella;denitrificans	species	HMT-582		0.046	0.004	0.0	0.012	0.013	17.143	0.02	0.0	0.056	0.039	39.286	0.002	0.0	0.002	0.007	13.953	0.004	0.0	0.003	0.017	16.129	0.046	0.0	0.06	0.219	24.324	0.009	0.0	0.009	0.04	23.529	0.001	0.0	0.005	0.003	20.0	0.0	0.0	0.0	0.001	5.0	0.001	0.0	0.003	0.003	15.152	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Hallella;dentalis	species	HMT-583		0.032	0.014	0.0	0.008	0.069	20.0	0.004	0.0	0.004	0.013	21.429	0.001	0.0	0.002	0.002	11.628	0.032	0.0	0.032	0.148	16.129	0.007	0.0	0.003	0.035	13.514	0.0	0.0	0.0	0.001	2.941	0.001	0.0	0.005	0.004	16.0	0.0	0.0	0.0	0.002	5.0	0.002	0.0	0.005	0.004	24.242	0.0	0.0	0.0	0.0	0.0
Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;denticola	species	HMT-584		0.19	0.013	0.0	0.02	0.049	28.571	0.002	0.0	0.002	0.007	14.286	0.001	0.0	0.004	0.004	16.279	0.092	0.0	0.033	0.334	25.806	0.19	0.0	0.201	0.777	33.784	0.013	0.0	0.011	0.046	26.471	0.003	0.0	0.008	0.005	34.0	0.0	0.0	0.0	0.001	10.0	0.005	0.0	0.014	0.013	39.394	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Rothia;dentocariosa	species	HMT-587	Reads equally close to HMT 188 and 587 were assigned half to each taxon.; 	2.935	1.291	0.121	4.347	2.2	100.0	0.341	0.014	1.258	0.552	100.0	0.104	0.0	0.257	0.213	88.372	0.027	0.0	0.047	0.059	77.419	2.935	0.01	9.214	5.909	97.297	1.275	0.061	3.875	1.782	100.0	0.149	0.01	0.295	0.305	100.0	0.019	0.0	0.028	0.058	77.5	0.084	0.003	0.154	0.232	90.909	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;dentium	species	HMT-588		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	3.571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas;diminuta	species	HMT-590		0.001	0.0	0.0	0.002	0.001	14.286	0.0	0.0	0.002	0.001	14.286	0.001	0.0	0.0	0.002	6.977	0.0	0.0	0.0	0.0	3.226	0.001	0.0	0.0	0.003	8.108	0.0	0.0	0.0	0.001	2.941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.002	0.002	12.121	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Anaerovoracaceae;Mogibacterium;diversum	species	HMT-593	Reads equally close to HMT 008 and 593 were assigned half to each taxon.; 	0.401	0.058	0.0	0.186	0.097	82.857	0.171	0.0	0.428	0.267	85.714	0.036	0.0	0.103	0.076	58.14	0.401	0.013	1.007	0.518	100.0	0.11	0.0	0.363	0.285	71.622	0.023	0.0	0.042	0.055	70.588	0.248	0.013	0.489	0.459	98.0	0.266	0.002	0.899	0.359	92.5	0.362	0.018	0.768	0.394	100.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;downei	species	HMT-594		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	3.571	0.0	0.0	0.0	0.0	2.326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;durum	species	HMT-595		0.238	0.063	0.001	0.099	0.147	88.571	0.126	0.016	0.37	0.171	96.429	0.011	0.0	0.032	0.026	48.837	0.005	0.0	0.016	0.007	41.935	0.238	0.0	0.727	0.729	68.919	0.124	0.0	0.301	0.183	82.353	0.02	0.0	0.056	0.029	88.0	0.007	0.0	0.005	0.033	30.0	0.01	0.0	0.018	0.024	63.636	0.003	0.0	0.002	0.009	10.0
Bacteria;Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella;elegans	species	HMT-596		1.426	0.226	0.0	0.496	0.527	88.571	0.307	0.0	0.856	0.49	85.714	1.426	0.0	3.704	3.548	76.744	0.141	0.0	0.381	0.299	83.871	0.08	0.0	0.098	0.357	58.108	0.051	0.0	0.133	0.13	55.882	0.143	0.0	0.396	0.35	86.0	0.036	0.0	0.078	0.081	80.0	0.056	0.0	0.135	0.113	84.848	0.004	0.0	0.003	0.014	10.0
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;elongata	species	HMT-598		0.478	0.09	0.0	0.221	0.16	85.714	0.124	0.0	0.22	0.266	82.143	0.028	0.0	0.106	0.059	55.814	0.032	0.0	0.066	0.115	54.839	0.478	0.0	1.35	1.053	77.027	0.407	0.005	1.092	0.552	94.118	0.048	0.0	0.139	0.068	84.0	0.01	0.0	0.031	0.016	60.0	0.011	0.0	0.019	0.021	63.636	0.001	0.0	0.0	0.005	10.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Hoylesella;enoeca	species	HMT-600		0.023	0.005	0.0	0.003	0.026	14.286	0.001	0.0	0.0	0.003	7.143	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.007	0.079	19.355	0.003	0.0	0.0	0.012	9.459	0.0	0.0	0.0	0.0	2.941	0.001	0.0	0.0	0.005	8.0	0.0	0.0	0.0	0.002	5.0	0.001	0.0	0.0	0.002	9.091	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Bacilli;Caryophanales;Staphylococcaceae;Staphylococcus;epidermidis	species	HMT-601		10.203	0.003	0.0	0.008	0.005	37.143	0.001	0.0	0.004	0.002	21.429	0.0	0.0	0.001	0.001	11.628	0.027	0.0	0.002	0.152	12.903	0.001	0.0	0.002	0.004	16.216	0.001	0.0	0.0	0.003	5.882	0.001	0.0	0.002	0.003	16.0	0.001	0.0	0.0	0.003	7.5	0.001	0.0	0.002	0.002	15.152	10.203	0.925	20.073	16.633	95.0
Bacteria;Actinomycetota;Coriobacteriia;Eggerthellales;Eggerthellaceae;Slackia;exigua	species	HMT-602		0.009	0.001	0.0	0.002	0.003	11.429	0.0	0.0	0.0	0.001	7.143	0.001	0.0	0.004	0.004	20.93	0.001	0.0	0.005	0.003	25.806	0.009	0.0	0.01	0.035	22.973	0.001	0.0	0.0	0.003	8.824	0.002	0.0	0.008	0.004	28.0	0.001	0.0	0.003	0.002	15.0	0.001	0.0	0.003	0.002	24.242	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Bulleidia;extructa	species	HMT-603		0.038	0.004	0.0	0.008	0.01	22.857	0.001	0.0	0.003	0.002	21.429	0.001	0.0	0.0	0.004	9.302	0.038	0.0	0.103	0.082	25.806	0.005	0.0	0.011	0.018	18.919	0.002	0.0	0.004	0.007	26.471	0.003	0.0	0.004	0.01	24.0	0.001	0.0	0.0	0.002	10.0	0.002	0.0	0.005	0.007	18.182	0.0	0.0	0.0	0.0	0.0
Bacteria;Mycoplasmatota;Mollicutes;Mycoplasmoidales;Metamycoplasmataceae;Metamycoplasma;faucium	species	HMT-606		0.098	0.01	0.0	0.029	0.029	22.857	0.004	0.0	0.008	0.014	14.286	0.001	0.0	0.002	0.003	11.628	0.098	0.0	0.047	0.376	16.129	0.008	0.0	0.002	0.034	10.811	0.001	0.0	0.003	0.005	11.765	0.005	0.0	0.012	0.017	24.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.01	0.02	12.121	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus;fermentum	species	HMT-608		0.0	0.0	0.0	0.0	0.001	5.714	0.0	0.0	0.0	0.002	7.143	0.0	0.0	0.0	0.0	2.326	0.0	0.0	0.0	0.001	6.452	0.0	0.0	0.0	0.001	2.703	0.0	0.0	0.0	0.001	5.882	0.0	0.0	0.0	0.002	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	3.03	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;flava	species	HMT-609	Reads equally close to HMT 099, 609, 682, and 764 were assigned one fourth to each taxon.; 	0.796	0.111	0.0	0.308	0.22	71.429	0.796	0.0	0.304	3.692	71.429	0.031	0.0	0.089	0.07	48.837	0.02	0.0	0.047	0.046	58.065	0.112	0.0	0.14	0.38	62.162	0.19	0.0	0.148	0.651	67.647	0.038	0.0	0.085	0.13	62.0	0.008	0.0	0.016	0.021	52.5	0.008	0.0	0.019	0.016	60.606	0.002	0.0	0.001	0.006	10.0
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;flavescens	species	HMT-610	Reads equally close to HMT 101 and 610 were assigned half to each taxon.; Reads equally close to HMT 101, 476, and 610 were assigned one third to each taxon.; 	2.68	0.539	0.0	1.753	1.058	88.571	0.576	0.006	1.216	1.338	92.857	2.537	0.0	4.776	7.832	86.047	1.688	0.001	5.509	3.401	93.548	0.033	0.0	0.055	0.093	67.568	0.064	0.0	0.154	0.171	76.471	1.585	0.0	4.445	4.502	88.0	2.68	0.01	7.079	6.926	92.5	1.609	0.0	5.213	3.202	84.848	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;fluorescens	species	HMT-612		0.001	0.0	0.0	0.001	0.001	11.429	0.001	0.0	0.001	0.003	10.714	0.0	0.0	0.0	0.002	6.977	0.0	0.0	0.0	0.001	6.452	0.0	0.0	0.0	0.001	4.054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	3.03	0.001	0.0	0.0	0.004	5.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Tannerella;forsythia	species	HMT-613		0.258	0.042	0.0	0.057	0.163	40.0	0.004	0.0	0.011	0.009	28.571	0.002	0.0	0.009	0.005	25.581	0.011	0.0	0.032	0.024	38.71	0.258	0.0	0.232	1.004	44.595	0.013	0.0	0.054	0.03	38.235	0.012	0.0	0.041	0.033	36.0	0.001	0.0	0.0	0.003	7.5	0.009	0.0	0.014	0.027	30.303	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;gasseri	species	HMT-615		0.012	0.003	0.0	0.004	0.011	17.143	0.002	0.0	0.0	0.009	7.143	0.0	0.0	0.0	0.0	2.326	0.0	0.0	0.0	0.001	3.226	0.007	0.0	0.0	0.036	8.108	0.001	0.0	0.0	0.003	8.824	0.002	0.0	0.0	0.015	4.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.068	3.03	0.0	0.0	0.0	0.001	10.0
Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Schaalia;georgiae	species	HMT-617		0.01	0.0	0.0	0.001	0.001	14.286	0.009	0.0	0.02	0.027	17.857	0.002	0.0	0.007	0.005	18.605	0.0	0.0	0.0	0.001	6.452	0.01	0.0	0.025	0.022	47.297	0.008	0.0	0.026	0.013	44.118	0.0	0.0	0.0	0.001	10.0	0.0	0.0	0.0	0.0	2.5	0.0	0.0	0.0	0.001	9.091	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces;gerencseriae	species	HMT-618		0.04	0.001	0.0	0.003	0.003	17.143	0.001	0.0	0.002	0.002	14.286	0.003	0.0	0.004	0.012	13.953	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.074	0.13	63.514	0.016	0.0	0.048	0.025	58.824	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.001	5.0	0.001	0.0	0.0	0.004	6.061	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;gingivalis	species	HMT-619		0.376	0.033	0.0	0.02	0.117	22.857	0.025	0.0	0.015	0.114	21.429	0.008	0.0	0.001	0.044	16.279	0.054	0.0	0.0	0.289	6.452	0.376	0.0	0.019	2.768	18.919	0.002	0.0	0.003	0.005	17.647	0.004	0.0	0.014	0.012	20.0	0.001	0.0	0.0	0.005	7.5	0.005	0.0	0.003	0.02	15.152	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;gordonii	species	HMT-622		1.908	1.111	0.085	2.436	1.748	100.0	0.276	0.013	0.816	0.423	96.429	0.459	0.008	0.789	1.05	97.674	0.037	0.003	0.077	0.055	93.548	1.277	0.005	2.808	2.638	97.297	1.908	0.18	5.175	2.276	100.0	0.151	0.005	0.378	0.238	98.0	0.078	0.0	0.258	0.184	87.5	0.068	0.004	0.196	0.14	93.939	0.002	0.0	0.006	0.005	15.0
Bacteria;Pseudomonadota;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;gracilis	species	HMT-623		1.092	0.046	0.0	0.178	0.079	85.714	0.03	0.0	0.081	0.042	75.0	0.148	0.0	0.187	0.556	67.442	0.02	0.0	0.011	0.095	38.71	1.092	0.009	2.342	1.975	93.243	0.938	0.031	2.07	1.619	94.118	0.011	0.0	0.025	0.02	76.0	0.001	0.0	0.001	0.002	12.5	0.006	0.0	0.021	0.009	54.545	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Bacilli;Caryophanales;Gemellaceae;Gemella;haemolysans	species	HMT-626		2.96	2.96	0.113	8.264	6.202	100.0	1.144	0.052	3.31	1.461	100.0	2.26	0.064	8.475	3.386	100.0	0.993	0.018	2.897	2.174	100.0	0.152	0.0	0.508	0.357	79.73	0.075	0.0	0.103	0.185	88.235	0.266	0.023	0.442	0.654	100.0	0.153	0.007	0.465	0.255	95.0	0.662	0.018	1.671	1.318	100.0	0.019	0.0	0.041	0.065	25.0
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;haemolytica	species	HMT-627		0.041	0.002	0.0	0.001	0.006	11.429	0.005	0.0	0.0	0.022	7.143	0.009	0.0	0.0	0.057	9.302	0.0	0.0	0.0	0.001	3.226	0.03	0.0	0.004	0.207	10.811	0.041	0.0	0.044	0.194	17.647	0.001	0.0	0.0	0.006	4.0	0.0	0.0	0.0	0.0	2.5	0.0	0.0	0.0	0.001	3.03	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;heparinolyticus	species	HMT-630		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Mycoplasmatota;Mollicutes;Mycoplasmoidales;Metamycoplasmataceae;Metamycoplasma;hominis	species	HMT-632		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	2.941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Gammaproteobacteria;Cardiobacteriales;Cardiobacteriaceae;Cardiobacterium;hominis	species	HMT-633		0.065	0.003	0.0	0.01	0.005	45.714	0.007	0.0	0.016	0.021	39.286	0.002	0.0	0.003	0.005	23.256	0.0	0.0	0.0	0.001	9.677	0.03	0.0	0.068	0.071	63.514	0.065	0.0	0.194	0.108	85.294	0.002	0.0	0.006	0.003	34.0	0.0	0.0	0.0	0.001	5.0	0.0	0.0	0.001	0.001	15.152	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter;hormaechei	species	HMT-634		0.0	0.0	0.0	0.0	0.0	2.857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Johnsonella;ignava	species	HMT-635		0.157	0.003	0.0	0.005	0.01	22.857	0.001	0.0	0.004	0.002	21.429	0.001	0.0	0.003	0.002	23.256	0.0	0.0	0.0	0.0	0.0	0.157	0.0	0.242	0.601	37.838	0.011	0.0	0.035	0.026	32.353	0.0	0.0	0.001	0.001	12.0	0.0	0.0	0.0	0.001	7.5	0.001	0.0	0.0	0.003	9.091	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Boseaceae;Bosea;vestrisii	species	HMT-636		0.0	0.0	0.0	0.0	0.0	2.857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	2.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;infantis clade-638	species	HMT-638	Reads equally close to HMT 073, 578, and 638 were assigned one-third to each taxon.; Reads equally close to HMT 073 and 638 were assigned half to each taxon.; Reads equally close to numerous Streptococcus taxa in the mitis/oralis/infantis cluster were divided equally among taxa except not assigned to S. pneumoniae.; 	4.379	2.57	0.7	4.735	1.926	100.0	2.06	0.431	4.031	1.342	100.0	2.233	0.205	5.463	2.604	100.0	1.936	0.229	5.193	1.85	96.774	0.507	0.022	1.167	0.75	100.0	0.778	0.188	1.73	0.617	100.0	4.379	0.534	7.516	6.43	100.0	2.175	0.478	4.403	1.651	100.0	1.899	0.362	3.827	1.59	100.0	0.035	0.0	0.092	0.084	45.0
Bacteria;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;infelix	species	HMT-639		0.049	0.007	0.0	0.018	0.022	28.571	0.002	0.0	0.007	0.003	35.714	0.001	0.0	0.005	0.004	20.93	0.014	0.0	0.006	0.07	29.032	0.035	0.0	0.128	0.063	64.865	0.049	0.0	0.112	0.13	70.588	0.001	0.0	0.004	0.002	28.0	0.001	0.0	0.001	0.003	10.0	0.012	0.0	0.011	0.053	33.333	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;influenzae	species	HMT-641	Reads equally close to HMT 259, 535, and 641 were assigned one-third to each taxon.; 	0.071	0.007	0.0	0.003	0.023	34.286	0.001	0.0	0.003	0.003	21.429	0.015	0.0	0.022	0.059	51.163	0.071	0.0	0.014	0.223	32.258	0.0	0.0	0.0	0.002	8.108	0.0	0.0	0.001	0.002	11.765	0.0	0.0	0.0	0.001	4.0	0.0	0.0	0.0	0.001	10.0	0.011	0.0	0.028	0.036	24.242	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;intermedia	species	HMT-643		0.987	0.249	0.0	0.186	0.795	45.714	0.106	0.0	0.438	0.231	53.571	0.147	0.0	0.219	0.547	27.907	0.987	0.0	0.227	4.796	51.613	0.344	0.0	0.987	1.059	43.243	0.038	0.0	0.062	0.149	32.353	0.021	0.0	0.06	0.053	34.0	0.004	0.0	0.011	0.01	35.0	0.031	0.0	0.17	0.067	36.364	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;intermedius	species	HMT-644	Reads equally close to HMT 576 and 644 were assigned half to each taxon.; 	0.982	0.105	0.002	0.294	0.16	91.429	0.304	0.004	0.757	0.754	92.857	0.159	0.0	0.357	0.433	86.047	0.178	0.0	0.881	0.427	83.871	0.982	0.002	2.686	1.663	94.595	0.569	0.016	1.444	0.839	100.0	0.032	0.003	0.086	0.041	96.0	0.012	0.0	0.026	0.018	80.0	0.054	0.0	0.171	0.103	87.879	0.003	0.0	0.002	0.008	10.0
Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces;israelii	species	HMT-645		0.057	0.001	0.0	0.003	0.003	28.571	0.0	0.0	0.001	0.001	10.714	0.003	0.0	0.003	0.016	16.279	0.0	0.0	0.0	0.001	6.452	0.057	0.0	0.151	0.124	72.973	0.017	0.0	0.063	0.038	64.706	0.0	0.0	0.0	0.001	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	6.061	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Kingella;kingae	species	HMT-646		0.014	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.008	0.064	14.286	0.0	0.0	0.0	0.001	2.326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;lactamica	species	HMT-649		0.003	0.001	0.0	0.002	0.001	20.0	0.0	0.0	0.0	0.001	7.143	0.0	0.0	0.0	0.001	2.326	0.003	0.0	0.0	0.016	3.226	0.0	0.0	0.001	0.002	10.811	0.0	0.0	0.0	0.001	8.824	0.001	0.0	0.0	0.003	8.0	0.0	0.0	0.0	0.0	2.5	0.0	0.0	0.0	0.0	6.061	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Rhodopseudomonas;telluris	species	HMT-652		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	3.571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;lecithinolyticum	species	HMT-653		0.104	0.002	0.0	0.004	0.006	14.286	0.001	0.0	0.001	0.003	10.714	0.0	0.0	0.0	0.001	6.977	0.001	0.0	0.006	0.004	16.129	0.104	0.0	0.134	0.421	25.676	0.003	0.0	0.002	0.011	14.706	0.0	0.0	0.001	0.002	12.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.002	0.003	15.152	0.0	0.0	0.0	0.0	0.0
Bacteria;Mycoplasmatota;Mollicutes;Mycoplasmoidales;Metamycoplasmataceae;Mycoplasmopsis;lipophila	species	HMT-656		0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.009	3.226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Hoylesella;loescheii	species	HMT-658		0.158	0.007	0.0	0.024	0.011	54.286	0.046	0.0	0.015	0.216	42.857	0.009	0.0	0.024	0.027	41.86	0.004	0.0	0.013	0.008	35.484	0.153	0.0	0.494	0.515	52.703	0.158	0.0	0.362	0.454	58.824	0.003	0.0	0.007	0.005	42.0	0.0	0.0	0.0	0.001	7.5	0.001	0.0	0.004	0.004	21.212	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Aquamicrobium;lusatiense	species	HMT-660		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Peptoniphilaceae;Finegoldia;magna	species	HMT-662		0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.569	0.231	50.0
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Stenotrophomonas;maltophilia	species	HMT-663		0.0	0.0	0.0	0.0	0.001	5.714	0.0	0.0	0.0	0.0	3.571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	2.941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.03	0.0	0.0	0.0	0.0	0.0
