Taxonomic sort	NonOral ref	HMT	Division	Phylum	Class	Order	Family	Genus	Species	HMT	Division	Phylum	Class	Order	Family	Genus	Species
7	0	866	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	graevenitzii	866	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	graevenitzii
910	0	869	Bacteria	Saccharibacteria_(TM7)	Saccharibacteria_(TM7)_[C-1]	Saccharibacteria_(TM7)_[O-1]	Saccharibacteria_(TM7)_[F-1]	Saccharibacteria_(TM7)_[G-1]	bacterium_HMT_869	869	Bacteria	Saccharibacteria_(TM7)	Saccharibacteria_(TM7)_[C-1]	Saccharibacteria_(TM7)_[O-1]	Saccharibacteria_(TM7)_[F-1]	Saccharibacteria_(TM7)_[G-1]	bacterium_HMT_869
915	0	870	Bacteria	Saccharibacteria_(TM7)	Saccharibacteria_(TM7)_[C-1]	Saccharibacteria_(TM7)_[O-1]	Saccharibacteria_(TM7)_[F-1]	Saccharibacteria_(TM7)_[G-6]	bacterium_HMT_870	870	Bacteria	Saccharibacteria_(TM7)	Saccharibacteria_(TM7)_[C-1]	Saccharibacteria_(TM7)_[O-1]	Saccharibacteria_(TM7)_[F-1]	Saccharibacteria_(TM7)_[G-6]	bacterium_HMT_870
727	0	871	Bacteria	Gracilibacteria_(GN02)	Gracilibacteria_(GN02)_[C-1]	Gracilibacteria_(GN02)_[O-1]	Gracilibacteria_(GN02)_[F-1]	Gracilibacteria_(GN02)_[G-1]	bacterium_HMT_871	871	Bacteria	Gracilibacteria_(GN02)	Gracilibacteria_(GN02)_[C-1]	Gracilibacteria_(GN02)_[O-1]	Gracilibacteria_(GN02)_[F-1]	Gracilibacteria_(GN02)_[G-1]	bacterium_HMT_871
728	0	872	Bacteria	Gracilibacteria_(GN02)	Gracilibacteria_(GN02)_[C-1]	Gracilibacteria_(GN02)_[O-1]	Gracilibacteria_(GN02)_[F-1]	Gracilibacteria_(GN02)_[G-1]	bacterium_HMT_872	872	Bacteria	Gracilibacteria_(GN02)	Gracilibacteria_(GN02)_[C-1]	Gracilibacteria_(GN02)_[O-1]	Gracilibacteria_(GN02)_[F-1]	Gracilibacteria_(GN02)_[G-1]	bacterium_HMT_872
729	0	873	Bacteria	Gracilibacteria_(GN02)	Gracilibacteria_(GN02)_[C-2]	Gracilibacteria_(GN02)_[O-2]	Gracilibacteria_(GN02)_[F-2]	Gracilibacteria_(GN02)_[G-2]	bacterium_HMT_873	873	Bacteria	Gracilibacteria_(GN02)	Gracilibacteria_(GN02)_[C-2]	Gracilibacteria_(GN02)_[O-2]	Gracilibacteria_(GN02)_[F-2]	Gracilibacteria_(GN02)_[G-2]	bacterium_HMT_873
2	0	874	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	Absconditabacteria_(SR1)_[O-1]	Absconditabacteria_(SR1)_[F-1]	Absconditabacteria_(SR1)_[G-1]	bacterium_HMT_874	874	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	Absconditabacteria_(SR1)_[O-1]	Absconditabacteria_(SR1)_[F-1]	Absconditabacteria_(SR1)_[G-1]	bacterium_HMT_874
3	0	875	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	Absconditabacteria_(SR1)_[O-1]	Absconditabacteria_(SR1)_[F-1]	Absconditabacteria_(SR1)_[G-1]	bacterium_HMT_875	875	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	Absconditabacteria_(SR1)_[O-1]	Absconditabacteria_(SR1)_[F-1]	Absconditabacteria_(SR1)_[G-1]	bacterium_HMT_875
465	0	876	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_[F-3]	Clostridiales_[F-3][G-1]	bacterium_HMT_876	876	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiales_[F-3]	Clostridiales_[F-3][G-1]	bacterium_HMT_876
53	0	877	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Schaalia	sp._HMT_877	877	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Schaalia	sp._HMT_877
327	0	878	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	sp._HMT_878	878	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	sp._HMT_878
721	0	879	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	sp._HMT_879	879	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	sp._HMT_879
381	0	880	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	durans	880	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	durans
387	0	881	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	buchneri	881	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lentilactobacillus	buchneri
398	0	882	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	panis	882	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	panis
401	0	883	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	pentosus	883	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactiplantibacillus	pentosus
403	0	884	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	rapi	884	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lentilactobacillus	rapi
252	0	885	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	scopos	885	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	scopos
420	0	886	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	cristatus_clade_886	886	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	cristatus_clade_886
655	0	887	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	denticariosi	887	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	denticariosi
4	0	888	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	dentalis	888	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	dentalis
69	0	889	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	breve	889	Bacteria	Actinobacteria	Actinomycetia	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	breve
73	0	890	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	subtile	890	Bacteria	Actinobacteria	Actinomycetia	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	subtile
72	0	891	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	scardovii	891	Bacteria	Actinobacteria	Actinomycetia	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	scardovii
633	0	892	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	sp._HMT_892	892	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	sp._HMT_892
16	0	893	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	oris	893	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	oris
767	0	894	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ottowia	sp._HMT_894	894	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ottowia	sp._HMT_894
67	0	895	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	animalis	895	Bacteria	Actinobacteria	Actinomycetia	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	animalis
31	0	896	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	sp._HMT_896	896	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	sp._HMT_896
32	0	897	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	sp._HMT_897	897	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	sp._HMT_897
856	0	898	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	sp._HMT_898	898	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	sp._HMT_898
163	0	899	Bacteria	Bacteroidetes	Bacteroidetes_[C-1]	Bacteroidetes_[O-1]	Bacteroidetes_[F-1]	Bacteroidetes_[G-3]	bacterium_HMT_899	899	Bacteria	Bacteroidetes	Bacteroidetes_[C-1]	Bacteroidetes_[O-1]	Bacteroidetes_[F-1]	Bacteroidetes_[G-3]	bacterium_HMT_899
297	0	900	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bergeyella	sp._HMT_900	900	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Weeksellaceae [G-1]	sp._HMT_900
328	0	901	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	sp._HMT_901	901	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	sp._HMT_901
329	0	902	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	sp._HMT_902	902	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	sp._HMT_902
330	0	903	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	sp._HMT_903	903	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	sp._HMT_903
583	0	904	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelotrichaceae_[G-1]	bacterium_HMT_904	904	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelotrichaceae_[G-1]	bacterium_HMT_904
584	0	905	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelotrichaceae_[G-1]	bacterium_HMT_905	905	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelotrichaceae_[G-1]	bacterium_HMT_905
587	0	906	Bacteria	Firmicutes	Mollicutes	Mollicutes_[O-2]	Mollicutes_[F-2]	Mollicutes_[G-2]	bacterium_HMT_906	906	Bacteria	Tenericutes	Mollicutes	Mollicutes_[O-2]	Mollicutes_[F-2]	Mollicutes_[G-2]	bacterium_HMT_906
298	0	907	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bergeyella	sp._HMT_907	907	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Weeksellaceae [G-1]	sp._HMT_907
877	0	908	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	sp._HMT_908	908	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	sp._HMT_908
722	0	909	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	sp._HMT_909	909	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	sp._HMT_909
510	0	910	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae_[XIV]	Stomatobaculum	sp._HMT_910	910	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Stomatobaculum	sp._HMT_910
168	0	911	Bacteria	Bacteroidetes	Bacteroidetes_[C-1]	Bacteroidetes_[O-1]	Bacteroidetes_[F-1]	Bacteroidetes_[G-7]	bacterium_HMT_911	911	Bacteria	Bacteroidetes	Bacteroidetes_[C-1]	Bacteroidetes_[O-1]	Bacteroidetes_[F-1]	Bacteroidetes_[G-7]	bacterium_HMT_911
208	0	912	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	sp._HMT_912	912	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	sp._HMT_912
210	0	913	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	sp._HMT_913	913	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	sp._HMT_913
211	0	914	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	sp._HMT_914	914	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	sp._HMT_914
136	0	915	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Propionibacteriaceae_[G-1]	bacterium_HMT_915	915	Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Propionibacteriaceae	Propionibacteriaceae_[G-1]	bacterium_HMT_915
202	0	916	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Tannerella	sp._HMT_916	916	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Tannerella	sp._HMT_916
667	0	917	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	sp._HMT_917	917	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	sp._HMT_917
680	0	918	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonellaceae_[G-1]	bacterium_HMT_918	918	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Veillonellaceae_[G-1]	bacterium_HMT_918
634	0	919	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	sp._HMT_919	919	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	sp._HMT_919
636	0	920	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	sp._HMT_920	920	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	sp._HMT_920
354	0	921	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	glucanolyticus	921	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	glucanolyticus
568	0	922	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae_[XI]	Peptostreptococcaceae_[XI][G-7]	bacterium_HMT_922	922	Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptostreptococcaceae	Peptostreptococcaceae_[G-7]	bacterium_HMT_922
494	0	924	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae_[XIV]	Lachnospiraceae_[G-9]	bacterium_HMT_924	924	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_[G-9]	bacterium_HMT_924
981	0	927	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	sp._HMT_927	927	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	sp._HMT_927
351	0	928	Bacteria	Firmicutes	Bacilli	Bacillales	Gemellaceae	Gemella	sp._HMT_928	928	Bacteria	Firmicutes	Bacilli	Bacillales	Gemellaceae	Gemella	sp._HMT_928
536	0	929	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptoniphilaceae	Peptoniphilaceae_[G-3]	bacterium_HMT_929	929	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilaceae_[G-3]	bacterium_HMT_929
196	0	930	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	sp._HMT_930	930	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	sp._HMT_930
299	0	931	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bergeyella	sp._HMT_931	931	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Weeksellaceae [G-1]	sp._HMT_931
786	0	932	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Kingella	sp._HMT_932	932	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Kingella	sp._HMT_932
335	0	933	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	sp._HMT_933	933	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	sp._HMT_933
497	0	934	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae_[XIV]	Oribacterium	parvum	934	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Oribacterium	parvum
574	0	935	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Fastidiosipila	sanguinis	935	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Fastidiosipila	sanguinis
637	0	936	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	sp._HMT_936	936	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	sp._HMT_936
638	0	937	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	sp._HMT_937	937	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	sp._HMT_937
405	0	938	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	reuteri_clade_938	938	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	reuteri_clade_938
143	0	939	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella	sp._HMT_939	939	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella	sp._HMT_939
285	0	942	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	sp._HMT_942	942	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	sp._HMT_942
214	0	943	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	aurantiaca	943	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	aurantiaca
879	0	944	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	sputorum	944	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	sputorum
866	0	945	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	parahaemolyticus	945	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	parahaemolyticus
872	0	946	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	pittmaniae	946	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	pittmaniae
426	0	948	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	lactarius	948	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	lactarius
858	0	949	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	sp._HMT_949	949	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	sp._HMT_949
556	0	950	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae_[XI]	Peptostreptococcaceae_[XI][G-3]	bacterium_HMT_950	950	Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptostreptococcaceae	Peptostreptococcaceae_[G-3]	bacterium_HMT_950
982	0	951	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	sp._HMT_951	951	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	sp._HMT_951
911	0	952	Bacteria	Saccharibacteria_(TM7)	Saccharibacteria_(TM7)_[C-1]	Saccharibacteria_(TM7)_[O-1]	Saccharibacteria_(TM7)_[F-1]	Saccharibacteria_(TM7)_[G-1]	bacterium_HMT_952	952	Bacteria	Saccharibacteria_(TM7)	Saccharibacteria_(TM7)_[C-1]	Saccharibacteria_(TM7)_[O-1]	Saccharibacteria_(TM7)_[F-1]	Saccharibacteria_(TM7)_[G-1]	bacterium_HMT_952
682	0	953	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	hwasookii	953	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	hwasookii
916	0	954	Bacteria	Saccharibacteria_(TM7)	Saccharibacteria_(TM7)_[C-1]	Saccharibacteria_(TM7)_[O-1]	Saccharibacteria_(TM7)_[F-1]	Saccharibacteria_(TM7)_[G-7]	bacterium_HMT_954	954	Bacteria	Saccharibacteria_(TM7)	Saccharibacteria_(TM7)_[C-1]	Saccharibacteria_(TM7)_[O-1]	Saccharibacteria_(TM7)_[F-1]	Saccharibacteria_(TM7)_[G-7]	bacterium_HMT_954
917	0	955	Bacteria	Saccharibacteria_(TM7)	Saccharibacteria_(TM7)_[C-1]	Saccharibacteria_(TM7)_[O-1]	Saccharibacteria_(TM7)_[F-1]	Saccharibacteria_(TM7)_[G-8]	bacterium_HMT_955	955	Bacteria	Saccharibacteria_(TM7)	Saccharibacteria_(TM7)_[C-1]	Saccharibacteria_(TM7)_[O-1]	Saccharibacteria_(TM7)_[F-1]	Saccharibacteria_(TM7)_[G-8]	bacterium_HMT_955
790	0	956	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	cinerea	956	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	cinerea
919.5	0	957	Bacteria	Saccharibacteria_(TM7)	Saccharibacteria_(TM7)_[C-1]	Saccharibacteria_(TM7)_[O-1]	Saccharibacteria_(TM7)_[F-1]	Saccharibacteria_(TM7)_[G-1]	bacterium_HMT_957	957	Bacteria	Saccharibacteria_(TM7)	Saccharibacteria_(TM7)_[C-1]	Saccharibacteria_(TM7)_[O-1]	Saccharibacteria_(TM7)_[F-1]	Saccharibacteria_(TM7)_[G-1]	bacterium_HMT_957
1002	1	982	Bacteria	Chlorobi	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	Ignavibacterium	album	982	Bacteria	Ignavibacteriae	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	Ignavibacterium	album
1003	1	983	Bacteria	Chlorobi	Ignavibacteria	Ignavibacteriales	Melioribacteraceae	Melioribacter	roseus	983	Bacteria	Ignavibacteriae	Ignavibacteria	Ignavibacteriales	Melioribacteraceae	Melioribacter	roseus
1004	1	984	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobium	limicola	984	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobium	limicola
1006	1	986	Bacteria	Saccharibacteria_(TM7)	Saccharibacteria_(TM7)_[C-1]	Saccharibacteria_(TM7)_[O-1]	Saccharibacteria_(TM7)_[F-1]	Saccharibacteria_(TM7)_[G-7]	bacterium_HMT_986	986	Bacteria	Saccharibacteria_(TM7)	Saccharibacteria_(TM7)_[C-1]	Saccharibacteria_(TM7)_[O-1]	Saccharibacteria_(TM7)_[F-1]	Saccharibacteria_(TM7)_[G-7]	bacterium_HMT_986
1007	1	987	Bacteria	Saccharibacteria_(TM7)	Saccharibacteria_(TM7)_[C-1]	Saccharibacteria_(TM7)_[O-1]	Saccharibacteria_(TM7)_[F-1]	Saccharibacteria_(TM7)_[G-7]	bacterium_HMT_987	987	Bacteria	Saccharibacteria_(TM7)	Saccharibacteria_(TM7)_[C-1]	Saccharibacteria_(TM7)_[O-1]	Saccharibacteria_(TM7)_[F-1]	Saccharibacteria_(TM7)_[G-7]	bacterium_HMT_987
1008	1	988	Bacteria	Saccharibacteria_(TM7)	Saccharibacteria_(TM7)_[C-1]	Saccharibacteria_(TM7)_[O-1]	Saccharibacteria_(TM7)_[F-1]	Candidatus_Saccharimonas	aalborgensis	988	Bacteria	Saccharibacteria_(TM7)	Saccharibacteria_(TM7)_[C-1]	Saccharibacteria_(TM7)_[O-1]	Saccharibacteria_(TM7)_[F-1]	Candidatus_Saccharimonas	aalborgensis
1009	1	989	Bacteria	Saccharibacteria_(TM7)	Saccharibacteria_(TM7)_[C-1]	Saccharibacteria_(TM7)_[O-1]	Saccharibacteria_(TM7)_[F-1]	Saccharibacteria_(TM7)_[G-7]	bacterium_HMT_989	989	Bacteria	Saccharibacteria_(TM7)	Saccharibacteria_(TM7)_[C-1]	Saccharibacteria_(TM7)_[O-1]	Saccharibacteria_(TM7)_[F-1]	Saccharibacteria_(TM7)_[G-7]	bacterium_HMT_989
1010	1	990	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	Absconditabacteria_(SR1)_[O-1]	Absconditabacteria_(SR1)_[F-1]	Absconditabacteria_(SR1)_[G-1]	bacterium_HMT_990	990	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	Absconditabacteria_(SR1)_[O-1]	Absconditabacteria_(SR1)_[F-1]	Absconditabacteria_(SR1)_[G-1]	bacterium_HMT_990
1011	1	991	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	Absconditabacteria_(SR1)_[O-1]	Absconditabacteria_(SR1)_[F-1]	Absconditabacteria_(SR1)_[G-1]	bacterium_HMT_991	991	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	Absconditabacteria_(SR1)_[O-1]	Absconditabacteria_(SR1)_[F-1]	Absconditabacteria_(SR1)_[G-1]	bacterium_HMT_991
1012	1	994	Bacteria	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Caldilinea	aerophila	994	Bacteria	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Caldilinea	aerophila
1014	1	995	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolinea	thermophila	995	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolinea	thermophila
