Taxonomy	Rank	HMT	Taxonomy_ID	Notes	S700016097-VIN	S700016502-VIN	S700016602-VIN	S700021928-VIN	S700023098-VIN	S700023200-VIN	S700023279-VIN	S700023432-VIN	S700023489-VIN	S700023666-VIN	S700023800-VIN	S700023857-VIN	S700023914-VIN	S700024076-VIN	S700024159-VIN	S700024266-VIN	S700024391-VIN	S700024841-VIN	S700024878-VIN	S700032282-VIN	S700032376-VIN	S700032471-VIN	S700032673-VIN	S700033038-VIN	S700033191-VIN	S700033495-VIN	S700033787-VIN	S700034226-VIN	S700034292-VIN	S700034832-VIN	S700035695-VIN	S700035991-VIN	S700037010-VIN	S700037173-VIN	S700037232-VIN	S700037333-VIN	S700037712-VIN	S700037846-VIN	S700037979-VIN	S700038734-VIN	S700095273-VIN	S700095707-VIN	S700097351-VIN	S700097748-VIN	S700097897-VIN	S700098327-VIN	S700098419-VIN	S700098992-VIN	S700099119-VIN	S700099348-VIN	S700099946-VIN	S700100287-VIN	S700100534-VIN	S700101218-VIN	S700101284-VIN	S700101575-VIN	S700103301-VIN	S700103704-VIN	S700105118-VIN	S700105175-VIN	S700105232-VIN	S700105449-VIN	S700105717-VIN	S700105792-VIN	S700105994-VIN	S700106050-VIN	S700106087-VIN	S700106516-VIN	S700106573-VIN	S700106908-VIN	S700107435-VIN	S700108155-VIN	S700108278-VIN	S700108401-VIN	S700108590-VIN	S700108656-VIN	S700109681-VIN	S700109981-VIN	S700110149-VIN	S700110806-VIN	S700111216-VIN	S700111282-VIN	S700111356-VIN	S700111634-VIN	S700111805-VIN	S700113207-VIN	S700113535-VIN	S700113574-VIN	S700113747-VIN	S700113852-VIN	S700113909-VIN	S700113966-VIN	S700113993-VIN	S700114157-VIN	S700114230-VIN	S700114299-VIN	S700114454-VIN	S700114590-VIN	S700114647-VIN	S700114830-VIN	S700116108-VIN	S700116213-VIN	S700116338-VIN	S700116443-VIN	S700116480-VIN	S700116653-VIN	S700116710-VIN	S700116959-VIN	S700116994-VIN	S700117147-VIN	S700117226-VIN	S700117637-VIN	S700117749-VIN	S700117808-VIN	S700117950-VIN	S700119102-VIN	S700119622-VIN	S700119856-VIN	S700120047-VIN	S700121050-VIN	S700121699-VIN	S700123622-VIN	S700161052-VIN	S700161109-VIN	S700161214-VIN	S700161506-VIN	S700161681-VIN	S700161736-VIN	S700161850-VIN	S700161957-VIN	S700163042-VIN	S700163213-VIN	S700163270-VIN	S700163586-VIN	S700163711-VIN	S700163766-VIN	S700163786-VIN	S700163863-VIN	S700164082-VIN	S700164137-VIN	S700164224-VIN	S700164281-VIN	S700164550-VIN	S700164605-VIN	S700164644-VIN	S700164767-VIN	S700164824-VIN	S700164864-VIN	S700165046-VIN	S700165487-VIN	S700165907-VIN	S700165964-VIN	S700166085-VIN	S700171147-VIN	S700171222-VIN	S700171473-VIN	S700171626-VIN	S700171759-VIN	S700171891-VIN	S700171928-VIN	S700171987-VIN	S700172062-VIN	S700172215-VIN	S700172331-VIN	S700172473-VIN	S700172758-VIN	S700172865-VIN	S700173171-VIN	S700173429-VIN	S700173679-VIN	S700173928-VIN	S700173963-VIN	S700175118-VIN	S700175203-VIN
Bacteria;Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Gardnerella;vaginalis	species	829	2978		0.38	0.0	29.606	0.0	0.0	0.0	0.0	0.905	0.0	0.0	0.0	0.385	0.0	0.0	0.0	0.0	0.0	6.482	0.0	0.0	0.0	0.0	0.0	25.732	2.756	1.537	13.699	6.555	0.01	0.803	0.0	0.0	0.076	35.632	0.244	1.806	0.0	19.897	0.0	0.0	3.413	0.569	34.08	0.0	0.0	8.173	0.093	0.0	0.0	4.828	7.894	0.027	5.752	0.0	0.043	3.056	72.635	8.584	0.0	0.218	0.029	0.0	17.139	4.346	0.0	0.0	0.0	0.0	7.665	0.011	0.0	0.0	0.0	0.284	2.076	0.0	10.847	0.0	3.081	1.88	0.308	1.174	0.065	0.0	0.016	0.0	0.164	0.0	0.287	0.0	0.0	30.511	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.069	37.553	0.0	11.829	0.0	0.0	0.0	0.0	0.0	0.028	2.464	0.494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.16	0.0	0.0	0.0	0.0	0.0	0.0	0.548	0.0	0.0	0.0	0.036	0.178	34.702	0.0	0.0	31.146	0.086	0.036	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	1.321	0.0	0.0	0.0	0.429	24.249	0.0	0.004	0.0	14.102	2.995	0.0	2.678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.044	0.114	3.033	0.0	0.102	10.497	0.0
Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;amycolatum	species	031	2322		0.0	0.0	0.0	0.0	0.02	0.0	0.04	0.092	0.025	0.061	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.157	0.0	0.0	0.0	0.024	0.0	0.029	0.0	0.01	0.0	0.0	0.031	0.0	0.023	0.0	2.71	0.0	0.0	0.0	0.0	0.0	0.024	0.074	0.0	0.0	0.01	0.22	0.0	0.0	0.138	0.255	0.0	0.0	0.0	0.0	0.0	0.0	0.114	0.014	0.0	0.013	0.011	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.0	0.082	0.0	0.0	0.0	0.0	0.088	0.122	0.054	0.0	0.0	0.065	0.0	0.032	0.044	4.753	0.237	0.0	0.017	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.458	0.0	0.0	0.0	0.0	0.0	0.0	0.779	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.226	0.0	0.0	0.0	0.178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.059	0.0	0.0	0.0	0.0	1.821	0.128	0.035	0.011	20.789	0.0	3.641	4.66	0.06	0.0	0.073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;coyleae	species	341	2621		0.008	0.0	0.0	0.0	0.02	0.0	0.0	0.066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.071	0.015	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.0	0.046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.868	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.335	0.0	0.0	0.076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.162	0.058	0.0	0.0	0.0	0.0	0.0	2.069	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;pilbarense	species	054	2344		0.0	0.0	0.0	0.0	0.04	0.0	0.04	0.0	0.038	0.0	0.0	0.0	0.122	0.0	0.0	0.0	0.119	0.0	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.518	0.0	0.089	0.0	0.0	0.072	0.006	0.053	0.19	0.0	0.01	0.098	0.223	0.0	0.0	0.764	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.066	0.0	0.032	0.0	0.0	0.119	0.024	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.606	0.087	0.0	0.0	0.0	0.211	0.0	0.0	0.0	0.0	0.0	0.0	0.282	0.0	0.0	0.0	0.024	0.0	0.0	0.702	0.0	0.0	0.0	0.0	0.0	0.0	0.082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.148	0.0	0.0	0.0	0.0	21.016	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037	0.0	13.476	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;tuberculostearicum	species	077	2367		0.0	0.008	0.0	0.0	0.112	0.0	0.0	0.039	0.013	0.061	0.0	0.015	0.0	0.0	0.013	0.0	0.03	0.021	0.199	0.0	0.0	0.0	0.0	0.014	0.049	0.02	0.01	0.0	0.04	0.0	0.0	0.0	0.0	1.654	0.0	0.106	0.061	0.172	0.0	0.042	0.011	0.0	0.0	0.06	0.0	0.0	0.0	0.344	0.162	0.0	0.008	0.027	0.0	0.021	0.021	0.901	0.0	0.0	0.094	0.0	0.0	0.019	0.038	0.0	0.457	0.0	0.0	0.0	0.0	0.043	0.0	0.011	0.0	0.024	0.0	0.0	0.0	0.071	0.056	0.018	0.0	0.114	0.0	0.266	0.127	0.044	0.106	0.058	0.0	0.0	0.0	0.027	0.0	0.031	0.014	0.02	0.011	0.789	0.084	0.017	1.922	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.718	0.251	0.02	0.0	0.0	0.0	0.0	0.0	0.119	0.0	0.059	0.046	0.0	0.149	0.031	0.0	0.0	0.0	0.0	0.0	0.082	0.483	0.0	0.0	0.0	0.0	0.0	0.023	0.0	13.383	0.082	0.106	0.02	2.903	0.056	1.413	0.0	0.584	0.0	0.146	0.0	0.0	0.051	0.05	0.445	0.0	0.0	0.637	0.151	0.0	0.0	0.013	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Lawsonellaceae;Lawsonella;clevelandensis	species	173	2456		0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.032	0.135	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.054	0.011	0.0	0.0	0.19	0.0	0.017	0.955	0.0	0.033	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.038	0.0	0.0	0.038	0.022	0.0	0.0	0.265	0.059	0.019	0.0	0.0	0.0	0.461	0.0	0.0	0.014	0.0	0.057	0.072	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.198	0.0	0.0	0.0	0.178	0.0	0.1	0.149	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.095	0.0	0.194	0.0	0.219	0.0	0.108	0.09	0.04	0.0	0.0	0.0	0.0	0.102	0.0	0.023	0.0	0.0	0.03	0.0	0.0	0.0	0.013	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium;neoaurum	species	692	2881		0.0	0.063	0.0	0.062	0.106	0.163	0.869	0.118	0.395	0.703	0.051	0.0	0.041	0.052	0.064	0.0	0.0	0.106	0.014	0.012	0.0	0.0	0.049	0.0	1.059	0.0	0.199	0.0	0.0	0.0	0.0	0.046	0.0	0.0	0.0	0.0	0.015	0.034	0.018	0.006	0.021	0.054	0.0	0.0	0.049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.148	0.023	0.015	0.019	0.0	0.0	0.101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.027	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae;Cutibacterium;acnes	species	530	2754		0.118	0.0	0.0	0.018	0.04	0.0	0.0	0.026	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.011	0.0	0.0	0.0	0.01	0.0	0.021	0.0	0.0	0.185	0.0	0.0	0.0	0.02	0.0	0.0	0.03	0.0	0.0	0.06	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.093	0.027	0.0	0.055	0.029	0.0	0.0	0.186	0.0	0.0	0.0	0.023	0.0	0.019	0.019	0.277	0.0	0.0	0.398	0.0	0.015	0.021	0.0	0.021	0.0	0.0	0.0	0.035	0.0	0.0	0.019	0.0	0.0	0.038	0.0	0.0	0.0	0.022	0.047	0.077	0.0	0.0	0.0	0.014	0.0	0.016	0.0	0.079	0.0	84.409	0.151	0.0	0.092	0.112	0.0	0.0	0.0	0.0	0.025	0.205	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.054	0.0	0.0	0.09	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.267	0.0	0.018	0.0	0.0	0.019	0.0	0.0	0.06	0.0	0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.022	0.0	0.0	0.01	0.0
Bacteria;Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae;Cutibacterium;avidum	species	552	2771		0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.031	0.0	0.01	0.0	0.0	0.0	0.0	1.129	0.0	0.0	0.0	0.0	0.0	0.0	0.103	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.217	0.0	0.0	0.0	0.056	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.229	0.0	0.0	0.006	0.055	0.0	0.031	0.0	0.282	0.0	0.036	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Fannyhessea;vaginae	species	814	2963		0.186	0.0	21.675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.077	0.0	0.0	0.0	0.0	0.0	4.575	0.0	0.0	0.0	0.0	0.0	1.443	0.0	0.0	0.0	7.845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.443	0.0	0.0	0.0	0.0	1.987	0.0	2.62	0.0	0.0	2.509	0.487	0.0	0.0	0.0	12.678	0.0	1.489	0.0	0.0	0.0	0.0	3.86	0.0	0.0	0.0	0.0	0.0	0.0	0.034	0.0	0.0	0.0	8.819	0.0	0.0	0.0	0.0	0.024	0.0	0.0	19.774	0.0	2.546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.226	0.0	0.0	4.142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.694	0.0	0.0	0.0	0.0	17.657	0.0	0.0	0.0	8.521	1.106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	25.548	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;bivia	species	556	2775		0.144	0.0	0.0	0.0	0.033	0.036	0.0	0.013	0.0	0.979	0.0	1.047	0.0	0.026	0.038	0.0	0.03	0.021	1.225	0.0	0.0	0.0	0.0	0.0	0.451	0.0	0.042	0.0	0.0	1.822	0.039	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.289	0.0	12.987	0.0	0.488	0.0	0.0	6.757	0.51	0.115	0.116	0.328	1.608	0.0	0.0	0.021	0.311	0.104	5.798	0.611	10.632	0.0	0.0	0.0	0.0	0.0	0.372	0.0	0.0	0.165	0.0	0.054	0.0	0.0	0.0	0.13	21.891	0.0	0.035	0.018	1.108	0.018	0.0	0.151	0.033	0.16	0.048	0.0	0.235	0.0	0.0	0.017	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.096	0.0	0.104	0.0	0.0	0.009	0.0	0.0	0.0	14.235	7.61	0.084	0.048	0.0	0.052	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.266	0.0	0.0	1.071	0.0	0.0	0.061	0.794	0.0	0.0	0.715	0.357	0.277	0.0	0.0	0.0	18.226	0.036	0.0	0.0	0.0	0.0	0.0	2.363	0.042	0.03	0.0	0.056	0.07	0.0	1.916	6.278	0.0	0.687	8.326	0.037	4.301	0.324	0.0	0.0	0.036	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.059	0.227	0.0	0.019	0.013	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Hoylesella;buccalis	species	562	2781		0.0	0.0	0.0	0.0	0.079	0.0	0.101	0.0	0.0	0.031	0.0	0.015	0.0	0.0	0.0	0.0	0.03	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.635	0.11	0.031	0.0	0.0	0.0	0.04	0.0	0.142	0.0	0.017	0.0	0.0	0.38	0.027	0.181	0.0	0.024	0.101	0.209	0.046	0.023	0.0	0.146	0.0	0.0	0.0	0.054	0.031	0.0	0.06	0.04	0.0	0.0	0.0	0.133	0.0	0.0	0.0	0.0	0.017	0.0	0.011	0.0	0.0	3.192	0.0	0.366	0.0	1.072	0.0	0.047	0.0	0.049	0.0	0.076	0.071	0.0	0.022	0.035	0.039	0.0	0.0	0.016	0.298	0.0	0.188	0.014	0.0	0.0	0.0	0.0	0.0	1.342	0.0	0.0	0.0	0.0	0.0	0.0	0.205	0.0	0.0	0.0	0.0	0.016	0.0	0.034	0.0	0.0	0.0	0.735	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.031	0.0	0.0	0.0	0.038	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.028	0.0	0.0	0.419	0.07	1.307	0.0	0.0	0.0	3.195	1.619	0.141	0.0	0.0	0.0	0.0	0.305	0.0	0.0	0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;denticola	species	291	2571		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;crispatus	species	817	2966	Because HMT-529 is not present individually, all equidistant reads were assigned to HMT-817 at this body site (VIN).	81.691	98.824	0.0	0.16	95.652	0.018	0.02	97.377	94.41	0.0	93.302	66.826	0.0	99.292	96.047	87.056	94.539	71.214	88.131	99.023	0.0	0.048	0.0	0.014	33.716	14.476	0.0	0.0	92.851	85.948	99.082	0.0	0.061	46.991	81.452	63.609	0.015	0.017	91.136	98.642	47.089	78.786	0.0	86.181	0.0	0.0	0.0	74.375	0.023	0.0	0.0	0.055	0.0	62.969	96.157	0.0	0.0	17.204	28.945	95.785	0.278	97.945	0.0	0.0	0.017	0.0	96.637	0.0	0.0	60.673	99.406	95.878	65.639	27.947	18.367	19.676	0.012	98.604	46.28	0.0	0.0	0.0	28.933	0.0	84.904	82.854	79.463	72.054	26.485	94.397	99.575	0.054	87.242	0.0	80.338	0.039	97.699	0.0	91.03	30.33	49.024	0.0	0.0	96.514	3.17	98.476	0.025	82.174	97.501	49.448	55.314	98.656	93.147	72.229	98.216	99.843	95.947	93.004	0.0	95.123	0.0	97.069	0.0	72.289	98.132	44.336	92.262	0.0	0.653	0.036	94.828	0.0	96.2	46.365	0.0	0.0	88.897	98.621	20.117	80.803	0.0	93.91	11.816	0.0	91.017	0.0	0.0	95.371	92.539	0.048	0.023	63.569	34.146	0.11	8.186	0.015	0.018	0.02	64.48	0.036	90.688	0.0	86.846	98.549	87.924	0.0	0.0	65.728	85.187	21.73	96.379	0.0	0.0	96.151
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;iners	species	838	2987		13.774	0.071	3.408	97.04	0.0	64.143	0.02	0.472	0.013	0.031	0.013	14.578	86.897	0.026	0.0	11.444	0.0	0.0	0.613	0.0	0.0	94.464	99.223	0.027	0.0	69.116	0.0	0.43	0.0	0.0	0.02	51.919	99.817	0.0	8.421	26.882	89.862	0.0	1.845	0.0	0.0	0.0	4.807	10.45	0.0	0.0	74.762	0.0	91.019	0.0	0.617	0.0	0.0	0.0	0.601	0.0	0.0	31.783	0.0	0.276	93.106	0.019	0.0	0.0	86.251	67.014	0.0	0.0	41.819	35.78	0.0	0.0	0.0	36.222	0.0	61.301	15.475	0.0	23.765	0.0	77.45	0.0	6.943	0.0	7.714	2.588	1.866	24.888	72.393	0.0	0.0	0.0	12.291	0.0	0.0	92.442	0.011	6.504	0.017	53.854	0.015	68.029	2.685	0.324	90.612	0.2	0.0	0.0	0.0	43.305	33.164	0.0	0.0	20.332	0.0	0.0	1.897	0.0	3.384	0.0	78.905	0.0	0.0	5.599	0.0	16.443	0.0	85.714	93.355	95.173	0.059	1.8	1.4	0.0	0.0	22.632	3.822	0.778	77.881	12.596	77.53	0.149	77.027	86.955	1.123	45.596	66.816	0.023	0.0	0.0	1.468	0.0	0.028	3.725	39.07	32.535	0.018	0.0	21.205	0.0	0.0	86.351	0.0	0.0	0.0	59.994	61.438	28.402	0.0	67.612	0.91	95.359	3.56	0.0
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;jensenii	species	839	2988		0.971	0.016	0.0	0.408	2.055	35.004	93.087	0.144	0.013	0.0	5.866	1.955	5.025	0.026	1.594	0.158	0.045	0.0	0.385	0.0	0.011	3.163	0.0	72.194	0.0	9.855	0.0	0.0	1.807	0.926	0.0	45.007	0.0	0.0	0.014	0.478	0.0	0.0	0.199	0.721	1.088	0.0	0.0	0.08	95.34	13.352	13.106	12.789	0.0	84.177	0.0	0.027	92.38	0.0	0.172	0.01	5.614	0.839	1.442	0.126	3.425	0.358	0.0	9.639	0.034	19.184	1.027	0.0	0.0	1.79	0.0	3.643	0.0	25.559	6.82	16.89	0.0	0.0	0.291	91.903	0.0	39.985	0.011	0.0	4.546	4.226	5.574	0.034	0.123	0.0	0.0	0.0	0.018	76.63	5.956	6.269	0.0	3.754	8.415	2.24	0.0	0.0	0.0	1.124	4.376	1.155	72.965	0.0	0.0	0.928	4.689	0.577	0.897	3.586	0.34	0.0	0.182	6.345	0.0	0.0	11.58	2.261	97.262	10.986	0.0	0.061	3.77	6.952	0.0	0.0	0.416	0.0	0.05	3.685	0.0	36.423	5.06	0.0	0.057	0.449	21.925	0.0	1.097	0.0	1.034	0.0	22.664	0.963	0.0	0.0	0.0	4.47	0.0	0.027	2.94	0.015	0.0	0.0	13.524	88.233	0.957	10.609	1.397	0.918	10.601	26.942	36.013	0.0	1.816	3.938	1.077	2.8	0.0	0.0
