Taxonomy	Rank	HMT	Taxonomy_ID	Notes	S700015009-ANA	S700015301-ANA	S700015677-ANA	S700015785-ANA	S700016087-ANA	S700016178-ANA	S700016235-ANA	S700016376-ANA	S700016664-ANA	S700016958-ANA	S700021836-ANA	S700021886-ANA	S700023112-ANA	S700023487-ANA	S700023588-ANA	S700023631-ANA	S700023855-ANA	S700023912-ANA	S700023946-ANA	S700023997-ANA	S700024105-ANA	S700024316-ANA	S700024435-ANA	S700024468-ANA	S700024519-ANA	S700024564-ANA	S700024613-ANA	S700024683-ANA	S700024709-ANA	S700024839-ANA	S700024876-ANA	S700024928-ANA	S700024976-ANA	S700032123-ANA	S700032280-ANA	S700033035-ANA	S700033189-ANA	S700033492-ANA	S700033557-ANA	S700033785-ANA	S700033851-ANA	S700035292-ANA	S700035897-ANA	S700037052-ANA	S700037120-ANA	S700037163-ANA	S700037230-ANA	S700037282-ANA	S700037387-ANA	S700037558-ANA	S700037710-ANA	S700037844-ANA	S700037977-ANA	S700038031-ANA	S700038257-ANA	S700038364-ANA	S700038412-ANA	S700038530-ANA	S700038576-ANA	S700038624-ANA	S700038900-ANA	S700038948-ANA	S700038976-ANA	S700095408-ANA	S700095465-ANA	S700095579-ANA	S700095705-ANA	S700096416-ANA	S700097289-ANA	S700097349-ANA	S700097746-ANA	S700097895-ANA	S700098325-ANA	S700098990-ANA	S700099057-ANA	S700099343-ANA	S700099645-ANA	S700099858-ANA	S700100285-ANA	S700100526-ANA	S700100595-ANA	S700101131-ANA	S700101189-ANA	S700101279-ANA	S700101570-ANA	S700101693-ANA	S700102104-ANA	S700102411-ANA	S700102643-ANA	S700102903-ANA	S700102960-ANA	S700103299-ANA	S700103476-ANA	S700103585-ANA	S700103702-ANA	S700105173-ANA	S700105284-ANA	S700105769-ANA	S700105854-ANA	S700105902-ANA	S700105992-ANA	S700106085-ANA	S700106142-ANA	S700106360-ANA	S700106512-ANA	S700106571-ANA	S700106906-ANA	S700106928-ANA	S700106976-ANA	S700107095-ANA	S700107433-ANA	S700107544-ANA	S700107601-ANA	S700107814-ANA	S700107928-ANA	S700107985-ANA	S700108153-ANA	S700108216-ANA	S700108276-ANA	S700108588-ANA	S700108654-ANA	S700108894-ANA	S700108951-ANA	S700109228-ANA	S700109561-ANA	S700109618-ANA	S700109679-ANA	S700109979-ANA	S700110147-ANA	S700110804-ANA	S700111214-ANA	S700111280-ANA	S700111354-ANA	S700111803-ANA	S700112040-ANA	S700112101-ANA	S700113033-ANA	S700113103-ANA	S700113154-ANA	S700113205-ANA	S700113533-ANA	S700113674-ANA	S700113745-ANA	S700113850-ANA	S700113907-ANA	S700113964-ANA	S700113991-ANA	S700114047-ANA	S700114189-ANA	S700114244-ANA	S700114349-ANA	S700114417-ANA	S700114452-ANA	S700114515-ANA	S700114645-ANA	S700114727-ANA	S700114777-ANA	S700114828-ANA	S700114882-ANA	S700114987-ANA	S700116055-ANA	S700116106-ANA	S700116158-ANA	S700116285-ANA	S700116336-ANA	S700116388-ANA	S700116441-ANA	S700116478-ANA	S700116598-ANA	S700116651-ANA	S700116708-ANA	S700116760-ANA	S700116808-ANA	S700116838-ANA	S700116898-ANA	S700116957-ANA	S700117096-ANA	S700117224-ANA	S700117635-ANA	S700117747-ANA	S700117806-ANA	S700117858-ANA	S700117948-ANA	S700118468-ANA	S700119220-ANA	S700119362-ANA	S700119620-ANA	S700119919-ANA	S700120095-ANA	S700121697-ANA	S700122402-ANA	S700123620-ANA	S700124619-ANA	S700161050-ANA	S700161161-ANA	S700161504-ANA	S700161734-ANA	S700163211-ANA	S700163400-ANA	S700163505-ANA	S700163584-ANA	S700163658-ANA	S700163709-ANA	S700163764-ANA	S700163861-ANA	S700163973-ANA	S700164080-ANA	S700164189-ANA	S700164222-ANA	S700164279-ANA	S700164349-ANA	S700164401-ANA	S700164497-ANA	S700164548-ANA	S700164603-ANA	S700164716-ANA	S700164765-ANA	S700164822-ANA	S700164862-ANA	S700165142-ANA	S700165197-ANA	S700165310-ANA	S700165406-ANA	S700165454-ANA	S700165664-ANA	S700165712-ANA	S700165808-ANA	S700165856-ANA	S700165905-ANA	S700166833-ANA	S700171064-ANA	S700171112-ANA	S700171145-ANA	S700171471-ANA	S700171523-ANA	S700171571-ANA	S700171624-ANA	S700171678-ANA	S700171757-ANA	S700171832-ANA	S700171889-ANA	S700171926-ANA	S700172060-ANA	S700172213-ANA	S700172252-ANA	S700172329-ANA	S700172548-ANA	S700172602-ANA	S700172707-ANA	S700172756-ANA	S700172812-ANA	S700173070-ANA	S700173116-ANA	S700173271-ANA	S700173480-ANA	S700173576-ANA	S700173677-ANA	S700173830-ANA	S700175116-ANA	S700175152-ANA	S700175255-ANA
Bacteria;Bacillota;Negativicutes	class				0.04	0.0	0.022	0.213	0.092	0.593	0.0	0.532	0.115	0.03	0.873	0.088	1.671	1.122	0.096	0.929	1.405	0.867	0.0	0.479	0.011	0.163	0.041	0.026	0.016	0.143	0.138	0.021	0.556	0.12	0.647	0.168	0.056	0.195	0.069	6.224	2.16	0.398	0.074	0.166	0.775	0.904	0.028	0.076	0.371	0.249	0.134	0.165	0.168	0.022	0.68	0.305	0.0	0.026	1.695	1.051	0.051	0.057	0.424	1.204	0.0	0.051	0.088	0.0	0.923	0.0	0.099	0.066	1.05	0.224	0.048	0.443	0.051	0.017	0.187	0.089	0.0	0.0	0.0	0.583	3.115	0.258	1.578	0.213	0.044	0.0	2.159	0.072	0.16	0.363	8.472	3.061	0.427	5.591	0.295	0.334	0.423	0.0	0.239	0.523	0.057	0.0	0.039	0.039	0.637	2.564	0.0	0.888	0.071	0.252	0.023	0.155	1.682	15.372	1.561	0.187	0.222	0.0	0.073	0.158	0.0	0.054	0.067	0.749	0.167	0.093	0.368	0.0	0.238	0.0	0.216	0.045	1.299	3.998	1.817	0.151	0.238	0.159	0.902	0.0	0.596	1.865	0.342	1.507	0.112	0.08	1.228	0.484	0.201	0.948	1.867	0.1	2.967	0.055	0.775	0.147	0.3	0.574	0.009	0.932	0.096	1.094	3.123	0.085	0.0	0.056	0.0	0.434	0.902	5.375	0.06	0.175	0.153	0.059	0.136	2.205	0.677	0.015	0.275	0.519	0.214	0.047	1.046	0.014	0.0	0.414	0.0	0.085	0.055	1.438	0.0	1.188	0.277	0.146	0.0	0.122	2.036	0.127	0.0	0.413	0.426	0.357	0.0	0.063	0.101	6.199	2.933	0.0	0.0	0.0	4.609	0.0	2.363	0.231	0.808	0.0	1.826	0.228	1.952	0.256	2.274	0.222	0.453	0.0	0.256	0.194	0.322	0.025	0.0	0.0	0.038	0.417	0.125	0.295	0.132	0.0	0.263	0.029	0.452	0.0	0.441	0.354	0.908	0.056	0.033	0.145	7.521	0.95	0.0	0.0	0.25	0.0	0.0	0.0	0.578	0.218	0.0	0.0	0.065	0.0	0.0
Bacteria;Fusobacteriota;Fusobacteriia	class				0.283	0.017	0.028	0.018	0.028	0.247	0.0	0.327	0.057	0.009	0.603	0.0	0.398	0.036	1.043	0.435	0.937	3.179	0.039	0.41	0.011	0.015	0.021	0.06	0.549	0.116	0.028	0.041	0.779	0.33	0.074	0.112	0.019	0.049	0.0	0.274	0.235	0.596	0.037	0.13	0.251	0.301	0.0	0.057	0.035	0.249	0.0	0.015	0.216	0.0	1.105	0.07	0.102	0.053	0.0	0.14	0.103	0.113	0.05	0.841	0.411	0.152	0.109	0.0	0.028	0.0	0.198	0.0	1.46	0.0	0.0	1.199	0.0	0.0	0.075	0.238	0.0	0.0	0.0	0.0	1.335	0.0	0.0	0.018	0.0	0.0	0.16	0.0	0.04	0.1	0.0	0.774	0.0	7.856	0.0	0.18	0.0	0.0	0.186	0.495	1.517	0.0	0.0	0.389	0.443	0.194	0.0	0.171	0.0	0.032	0.0	0.039	0.05	0.638	1.076	0.643	0.028	0.08	0.012	0.029	0.142	0.054	0.017	0.3	0.0	0.07	0.32	0.0	0.048	0.0	0.144	0.0	0.0	0.27	3.555	0.0	0.374	0.0	0.058	0.0	0.199	0.805	0.179	0.194	0.045	0.141	0.123	0.132	0.05	0.316	0.076	0.151	0.0	0.128	0.076	0.22	0.12	0.423	0.0	0.746	0.24	0.0	1.531	0.127	0.106	0.056	0.0	0.289	0.113	0.0	0.045	0.0	0.096	0.177	0.0	0.02	0.135	0.074	0.05	0.038	0.0	0.081	0.247	0.056	0.0	0.096	0.0	0.042	0.0	0.0	0.0	0.0	0.343	0.327	0.0	0.183	1.131	0.042	0.058	0.0	0.767	0.045	0.0	0.378	0.0	3.511	0.978	0.0	0.0	0.0	0.04	0.14	0.13	0.0	0.0	0.0	0.174	0.038	1.022	0.199	0.12	0.056	0.0	0.0	0.071	0.069	0.025	0.035	0.0	0.0	0.0	0.0	0.125	0.028	0.0	0.0	0.0	0.0	0.09	0.0	0.376	0.253	0.0	0.014	0.006	0.0	2.225	0.422	0.0	0.0	0.714	0.0	0.0	0.0	0.112	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Alphaproteobacteria	class				0.0	0.017	0.022	0.018	0.007	0.185	0.0	0.348	0.019	0.004	0.016	0.439	1.034	0.0	0.0	0.116	0.234	2.89	0.0	0.0	0.032	0.0	0.103	0.051	0.9	0.414	0.138	0.0	0.111	0.721	0.037	0.084	0.0	0.0	0.0	11.696	0.141	0.0	0.074	0.036	0.0	0.904	0.028	0.076	0.018	0.107	0.101	0.015	0.265	0.045	0.68	0.0	0.026	0.0	0.363	0.07	0.0	0.113	0.025	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.166	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.485	0.0	0.026	0.0	0.0	0.059	0.0	0.0	0.0	0.013	0.021	0.0	0.0	0.0	0.0	0.0	0.077	0.0	0.045	0.0	0.055	0.0	1.172	0.0	0.0	0.083	0.048	0.041	0.683	0.177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.544	0.0	0.192	0.0	0.199	0.0	0.098	0.0	0.0	0.282	0.0	0.022	0.0	0.07	0.0	0.0	0.019	0.164	0.14	0.0	0.06	0.846	0.065	0.261	0.0	0.903	0.796	0.255	0.638	2.864	0.0	1.529	0.0	10.065	0.015	0.219	0.0	0.295	0.0	0.0	0.0	0.589	0.275	0.096	0.0	0.023	2.471	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.091	0.354	0.0	0.0	0.0	0.452	0.085	0.058	0.118	1.022	0.0	0.288	0.0	0.0	0.043	1.676	0.31	0.125	1.932	0.0	0.07	0.007	0.479	0.115	0.0	0.029	0.019	0.186	0.285	0.12	0.028	0.0	0.0	0.014	0.028	0.0	0.0	0.0	0.0	0.0	0.029	0.125	0.0	0.0	0.0	0.0	0.0	0.0	1.28	0.0	0.0	0.043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.071	0.06	0.0	0.0	0.037	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria	class				6.346	0.388	0.606	0.053	0.014	1.063	0.214	0.164	0.057	3.615	0.095	0.0	16.388	0.131	0.779	1.944	18.501	0.578	0.078	1.231	9.421	0.015	0.124	3.866	0.209	0.419	0.386	0.0	0.222	0.57	0.037	0.672	0.0	0.684	0.023	2.599	0.188	1.477	0.0	35.502	0.821	1.054	0.0	0.019	0.248	0.0	0.134	0.6	0.385	5.586	1.446	0.094	0.23	0.998	1.695	0.28	0.077	0.311	0.025	0.363	0.169	0.051	6.193	0.196	0.0	0.0	0.0	0.197	2.305	7.75	3.507	0.811	2.265	0.017	0.112	2.175	0.072	0.792	0.104	0.0	1.024	0.026	0.085	0.0	46.285	5.21	0.0	0.0	0.2	22.839	0.415	0.168	0.0	0.637	10.927	5.994	0.038	0.0	0.0	0.165	0.172	2.418	0.0	0.623	0.028	10.16	0.0	0.512	0.0	0.221	0.0	6.353	2.759	9.584	0.484	0.027	19.844	0.931	0.0	0.0	34.362	1.391	0.033	0.083	0.0	1.047	13.593	8.883	7.5	0.295	0.036	0.045	0.0	0.567	1.323	0.038	1.327	0.053	0.134	0.103	0.497	1.463	0.228	0.409	0.0	0.06	5.158	0.989	0.705	0.105	0.686	0.502	0.019	0.164	43.413	31.996	0.06	0.816	0.29	4.101	1.294	0.143	1.776	0.057	0.319	0.225	0.0	0.31	0.789	1.912	0.105	0.525	0.803	0.0	0.362	0.204	0.541	8.902	0.6	2.443	4.599	0.07	47.261	3.303	0.0	10.36	0.0	0.0	0.0	0.959	0.0	11.243	0.111	0.073	0.0	0.0	1.81	6.624	0.0	0.0	0.17	0.179	0.048	0.0	0.806	1.604	0.0	0.155	0.031	0.634	1.788	0.117	0.715	0.195	0.231	0.908	13.942	21.95	3.16	0.028	8.797	0.0	0.057	0.221	0.057	0.111	0.124	0.074	0.0	0.0	0.0	0.043	0.0	2.511	0.083	3.665	0.131	0.721	0.0	0.098	1.982	2.202	0.346	0.042	0.021	22.665	6.568	0.739	0.139	0.0	0.357	0.0	1.768	0.0	0.913	0.164	1.059	0.0	0.065	0.171	0.0
Bacteria;Pseudomonadota;Epsilonproteobacteria	class				0.0	0.0	0.0	0.018	0.0	0.26	0.0	0.0	0.0	0.0	0.445	0.0	0.0	1.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.044	0.0	0.0	0.0	1.015	0.0	0.0	0.0	0.0	0.462	0.0	0.0	0.0	0.0	0.0	1.362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.134	0.0	0.0	0.0	0.0	0.916	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.085	0.0	0.0	0.0	0.0	0.0	0.0	0.2	11.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.774	0.0	0.0	0.0	0.0	0.0	0.065	0.0	3.301	0.0	0.0	0.0	0.904	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.53	0.0	0.0	0.0	0.0	0.0	4.572	0.0	1.399	0.0	0.0	0.0	0.726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.473	0.0	0.373	0.0	0.0	0.0	0.34	0.0	0.0	0.0	0.475	0.789	0.0	0.0	0.0	0.0	0.0	0.0	0.755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.246	0.0	0.0	0.0	0.0	0.0	0.549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.131	0.506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.522	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Gammaproteobacteria	class				0.081	0.017	17.046	35.366	4.328	0.445	17.781	20.818	0.977	13.5	3.303	12.214	0.239	0.609	1.462	4.73	0.234	2.023	57.229	0.547	7.252	50.652	0.062	0.154	50.077	3.04	0.0	0.083	5.562	0.03	18.909	23.2	0.075	1.123	17.075	7.387	5.305	0.057	0.994	1.85	9.257	5.422	67.587	0.818	0.849	0.498	0.0	0.015	1.659	5.766	1.871	0.728	2.016	33.463	2.3	0.561	0.128	0.113	92.601	5.027	0.072	0.228	0.591	0.489	5.287	2.094	0.23	0.329	1.332	1.863	0.083	2.526	0.309	0.138	0.225	28.874	0.018	0.022	2.633	7.379	10.414	0.698	13.689	2.114	1.27	19.542	2.563	8.665	0.16	1.572	0.775	5.281	0.122	2.123	0.0	1.647	1.309	0.045	59.968	0.385	30.338	8.571	0.223	0.0	0.139	3.532	3.604	7.853	30.131	7.442	1.899	0.556	0.622	0.558	6.082	0.295	0.584	3.829	0.171	0.215	0.106	0.446	0.1	4.728	13.957	1.605	1.967	0.032	0.024	0.147	0.937	2.729	36.549	0.594	14.596	16.641	4.764	0.0	0.038	72.242	35.75	2.304	1.549	11.128	0.0	0.221	3.479	3.76	71.608	0.842	10.4	1.105	63.351	0.766	0.75	0.088	0.24	1.843	0.019	5.779	16.367	1.854	2.572	0.042	0.213	2.302	0.0	3.782	1.849	10.39	0.03	0.044	0.23	0.236	0.136	14.332	1.488	0.912	1.1	0.346	0.428	10.888	2.049	0.084	0.0	0.893	1.304	0.845	0.607	3.739	0.237	0.183	0.454	0.036	3.875	0.122	2.149	8.875	0.0	0.59	1.107	0.268	1.346	0.252	0.806	8.583	3.017	1.549	0.094	6.715	0.596	0.093	2.926	0.0	0.0	0.134	1.681	0.646	2.045	0.114	7.66	0.194	0.057	0.009	0.085	0.249	0.347	0.067	0.121	0.0	0.115	0.029	0.249	0.379	0.364	0.164	0.131	2.294	0.0	0.344	23.441	0.81	2.509	10.616	70.559	0.092	1.801	1.373	3.053	0.0	3.249	0.218	0.189	0.975	0.54	0.0	1.603	0.0	0.29	0.286	0.084
Bacteria;Actinomycetota;Actinomycetes;Actinomycetales	order				2.142	0.067	0.006	0.107	0.021	0.062	0.0	0.02	0.038	0.013	0.095	0.0	0.0	0.072	0.192	0.551	1.405	0.0	0.013	0.0	0.022	0.03	0.103	0.034	0.0	0.839	0.331	0.0	3.077	0.0	0.129	0.112	0.037	0.146	0.0	3.83	0.563	1.193	0.037	0.022	0.479	0.301	0.028	0.114	0.071	1.032	0.202	0.06	0.265	0.0	1.701	0.117	0.102	0.044	0.726	0.0	0.051	0.142	0.012	1.147	0.024	0.0	0.066	0.0	0.0	0.0	0.23	0.132	0.435	0.0	0.0	0.074	0.0	0.0	0.037	0.089	0.0	0.0	0.0	0.291	2.092	0.297	0.341	0.195	0.133	0.0	0.181	0.0	0.027	0.047	0.581	2.758	0.285	0.991	0.0	0.0	0.154	0.0	0.0	0.495	0.572	0.0	0.388	0.039	0.111	0.726	0.0	1.229	0.071	0.252	0.0	0.065	1.733	0.446	0.161	0.0	0.083	0.053	0.037	0.129	0.106	0.0	0.0	0.067	0.0	0.256	0.064	0.016	0.0	0.0	0.108	0.0	0.0	0.081	0.198	0.0	0.136	0.106	0.0	0.0	0.0	0.732	0.408	1.205	0.0	0.02	0.982	0.022	0.0	0.421	0.686	0.377	0.057	0.055	0.381	0.162	0.09	0.544	0.0	1.454	0.168	0.143	2.388	0.014	0.0	0.225	0.0	0.145	0.0	1.371	0.0	0.0	0.134	0.0	0.09	0.041	0.135	0.015	0.625	0.173	0.0	0.035	0.203	0.014	0.0	0.446	0.0	0.0	0.055	0.0	0.0	0.274	0.1	0.218	0.0	0.183	0.679	0.382	0.0	0.236	2.385	0.089	0.144	0.189	0.0	2.341	0.0	0.039	0.0	0.0	0.0	0.0	1.965	0.0	0.693	0.0	0.435	0.105	4.647	0.171	1.436	0.028	0.17	0.0	0.312	0.125	0.174	0.056	0.0	0.0	0.346	0.029	0.0	0.365	0.033	0.0	0.263	0.043	0.09	0.049	0.441	0.329	0.606	0.279	0.048	0.132	3.284	2.218	0.0	0.0	0.607	0.198	0.0	0.225	8.813	0.055	0.0	0.239	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Bifidobacteriales	order				0.0	0.0	0.0	0.0	0.0	0.0	0.134	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.108	0.203	0.0	1.156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51	0.0	0.0	0.0	0.242	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.051	0.0	0.0	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.284	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.038	0.034	0.0	0.0	0.0	0.199	0.0	0.049	0.0	0.0	0.06	0.0	0.0	0.0	0.07	0.0	0.025	0.0	0.0	0.013	0.0	0.0	0.03	0.009	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.649	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales	order				28.335	86.517	40.149	36.344	76.702	49.302	3.77	19.509	29.686	42.951	30.454	45.255	13.524	34.602	59.542	46.082	7.728	37.861	28.209	41.724	65.134	29.899	59.674	64.605	7.401	8.707	40.949	77.408	16.352	54.518	13.789	59.036	90.232	50.195	0.046	2.189	33.85	28.401	51.234	34.996	53.146	35.392	20.762	63.571	64.863	30.438	45.797	90.215	6.133	69.979	8.333	39.009	86.655	44.123	53.874	54.813	54.769	60.742	4.966	27.924	69.841	80.776	57.637	57.391	56.364	70.854	47.712	37.895	46.286	53.726	78.185	35.036	61.828	68.354	45.618	8.462	70.057	64.188	20.066	14.757	24.878	33.096	16.503	59.328	7.003	36.441	63.11	53.527	59.501	29.054	26.024	26.371	62.03	22.01	4.312	65.5	72.941	98.299	26.183	63.511	24.299	79.194	59.283	88.162	8.756	6.918	41.881	22.124	17.441	48.218	0.023	55.609	68.809	9.807	33.262	54.205	0.639	59.133	23.289	86.862	18.936	46.968	76.509	38.122	25.36	26.71	55.285	49.913	34.357	2.212	62.158	67.076	13.451	9.157	36.026	51.551	39.401	60.659	0.058	22.228	2.88	44.952	42.002	50.775	48.169	48.028	62.792	2.946	21.646	52.229	42.286	39.086	18.962	14.106	7.013	55.296	27.013	7.857	1.647	37.77	40.211	30.623	67.667	87.889	66.631	10.107	2.85	44.906	27.08	18.001	65.528	21.654	83.015	48.408	69.892	43.691	62.652	66.745	65.459	30.993	50.481	70.641	18.006	56.355	89.226	43.864	45.486	81.615	91.11	29.626	82.377	4.479	48.882	51.401	57.304	47.07	44.91	61.444	92.352	40.33	20.187	49.464	39.933	76.892	85.484	19.983	15.642	50.097	26.998	28.761	62.058	82.407	10.541	81.984	14.781	55.823	7.913	22.168	29.368	51.367	12.388	70.619	12.45	81.85	73.53	42.74	66.824	72.201	66.882	86.271	54.29	74.198	19.801	88.117	56.812	50.009	14.717	67.059	17.647	87.008	24.859	51.557	22.794	25.702	16.96	47.836	3.496	48.891	33.102	30.043	21.778	82.913	51.641	59.415	62.437	17.763	77.344	74.045	92.32	87.086	77.227
Bacteria;Actinomycetota;Actinomycetes;Micrococcales	order				0.485	0.0	0.011	0.036	0.064	0.0	0.0	0.02	0.019	0.013	0.206	0.0	0.0	0.0	0.132	0.203	0.0	0.0	0.078	0.0	0.0	0.0	0.062	0.009	0.022	0.149	0.028	0.0	2.447	0.0	0.166	0.168	0.056	0.0	0.023	1.094	0.188	0.0	0.074	0.087	0.046	0.0	0.0	0.171	0.0	0.036	0.168	0.0	0.072	0.022	0.34	0.023	0.281	0.026	0.121	0.023	0.0	0.0	0.062	0.535	0.0	0.0	0.022	0.196	0.0	0.133	0.033	0.066	0.461	0.0	0.0	0.055	0.077	0.0	0.075	0.149	0.0	0.0	0.0	0.097	0.0	0.426	0.0	0.0	0.103	0.0	0.021	0.0	0.013	0.179	0.609	1.749	0.183	0.071	0.0	0.026	0.0	0.0	0.0	0.055	0.057	0.0	0.078	0.0	0.0	0.194	0.0	3.38	0.177	0.032	0.0	0.259	0.471	0.032	0.538	0.161	0.0	0.08	0.061	0.086	0.0	0.054	0.033	0.1	0.0	0.186	0.224	0.0	0.071	0.295	0.072	0.0	0.0	0.108	0.198	0.0	0.034	0.266	0.0	0.014	0.894	0.256	0.701	4.154	0.0	0.161	0.327	0.0	0.0	0.0	0.762	0.201	0.057	0.036	0.102	0.0	0.09	0.0	0.0	1.827	0.431	0.0	0.429	0.014	0.0	0.393	0.0	0.331	0.045	0.036	0.03	0.0	0.019	0.0	0.045	0.0	0.677	0.162	0.225	0.192	0.0	0.081	0.407	0.0	0.0	0.128	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.099	0.0	0.566	0.0	0.0	0.0	0.681	0.045	1.057	0.095	0.0	0.737	0.726	0.039	0.0	0.0	0.0	0.0	0.282	0.0	0.115	0.0	1.072	0.162	2.416	0.085	0.18	0.028	0.057	0.009	0.085	0.014	0.298	0.011	0.061	0.0	0.0	0.0	0.125	0.028	0.066	0.0	0.0	0.166	0.362	0.0	0.038	0.152	2.984	0.196	0.051	0.04	0.0	0.0	0.0	0.0	0.714	0.04	0.0	0.0	0.335	0.027	0.0	0.0	0.0	0.0	0.0
